id,genre
tt0021739,Drama
tt0021743,Drama
tt0021746,Western
tt0021749,Drama
tt0021750,Drama
tt0021754,Drama
tt0021756,Drama
tt0021759,Fantasy
tt0021761,
tt0021764,
tt0021768,Musical
tt0021770,Drama
tt0021772,Romance
tt0021778,Drama
tt0021780,Romance
tt0021785,Drama
tt0021786,
tt0021793,Musical
tt0021798,Drama
tt0021799,
tt0021800,Romance
tt0021814,Horror
tt0021815,Horror
tt0021818,Drama
tt0021820,Drama
tt0021825,Romance
tt0021828,
tt0021829,
tt0021836,Family
tt0021845,
tt0021859,Musical
tt0021861,Western
tt0021864,
tt0021865,Drama
tt0021873,Drama
tt0021874,Romance
tt0021879,Musical
tt0021884,Horror
tt0021885,Drama
tt0021889,Romance
tt0021890,
tt0021895,Adventure
tt0021900,
tt0021906,Drama
tt0021910,
tt0021917,Romance
tt0021919,Drama
tt0021927,Romance
tt0021928,Western
tt0021931,Drama
tt0021932,Drama
tt0021933,Crime
tt0021952,Musical
tt0021966,Adventure
tt0021969,Romance
tt0021973,Musical
tt0021978,
tt0021985,
tt0021986,Romance
tt0021988,Romance
tt0021992,Romance
tt0022000,Drama
tt0022001,Romance
tt0022002,
tt0022017,
tt0022021,Romance
tt0022026,
tt0022029,Romance
tt0022034,History
tt0022043,
tt0022046,Romance
tt0022048,Romance
tt0022054,
tt0022056,
tt0022059,Romance
tt0022074,Romance
tt0022080,Romance
tt0022085,Comedy
tt0022086,Romance
tt0022100,Mystery
tt0022103,Horror
tt0022105,Drama
tt0022111,Drama
tt0022117,
tt0022119,Romance
tt0022120,Musical
tt0022121,
tt0022125,Drama
tt0022134,Romance
tt0022135,
tt0022139,Drama
tt0022149,Romance
tt0022150,Comedy
tt0022151,Comedy
tt0022153,Romance
tt0022158,Musical
tt0022172,Mystery
tt0022173,Mystery
tt0022177,Romance
tt0022178,
tt0022180,Drama
tt0022183,Romance
tt0022185,
tt0022191,Drama
tt0022197,
tt0022198,Crime
tt0022208,Crime
tt0022215,
tt0022223,
tt0022235,Crime
tt0022236,Romance
tt0022243,
tt0022246,Musical
tt0022251,Crime
tt0022254,
tt0022259,Musical
tt0022261,Comedy
tt0022264,Thriller
tt0022265,Thriller
tt0022268,Romance
tt0022273,Romance
tt0022274,
tt0022276,Romance
tt0022279,Drama
tt0022285,Drama
tt0022286,Drama
tt0022289,
tt0022290,Drama
tt0022293,Western
tt0022296,
tt0022297,Romance
tt0022303,Drama
tt0022308,Romance
tt0022321,Romance
tt0022326,
tt0022331,Drama
tt0022335,Drama
tt0022339,
tt0022353,Drama
tt0022357,Drama
tt0022360,
tt0022373,Mystery
tt0022381,Musical
