id,duration,country
tt0084090,93,UK
tt0084091,116,Turkey
tt0084096,88,Japan
tt0084099,88,USA
tt0084104,95,Italy
tt0084105,89,Hong Kong
tt0084109,108,USA
tt0084111,107,USA
tt0084112,111,USA
tt0084115,98,Yugoslavia
tt0084116,130,Italy
tt0084117,103,Canada
tt0084121,90,West Germany
tt0084131,118,Italy
tt0084132,140,South Korea
tt0084133,93,Canada
tt0084136,140,Sweden
tt0084139,88,West Germany
tt0084141,79,Soviet Union
tt0084146,100,Brazil
tt0084149,93,France
tt0084150,112,Italy
tt0084151,103,Italy
tt0084153,109,Japan
tt0084158,110,France
tt0084171,87,USA
tt0084173,103,USA
tt0084182,100,West Germany
tt0084184,96,USA
tt0084189,106,Sweden
tt0084191,106,West Germany
tt0084194,88,Poland
tt0084198,99,India
tt0084199,169,India
tt0084203,70,Denmark
tt0084204,138,Yugoslavia
tt0084210,101,USA
tt0084222,135,Mexico
tt0084223,139,Soviet Union
tt0084225,88,Hong Kong
tt0084226,92,Finland
tt0084228,100,Spain
tt0084234,92,USA
tt0084237,92,UK
tt0084241,82,USA
tt0084248,96,Hong Kong
tt0084256,92,Hong Kong
tt0084259,95,USA
tt0084264,106,Australia
tt0084266,102,Hong Kong
tt0084267,95,Hong Kong
tt0084268,105,USA
tt0084269,86,USA
tt0084272,85,USA
tt0084273,96,USA
tt0084274,90,West Germany
tt0084280,123,China
tt0084281,95,France
tt0084293,113,USA
tt0084296,102,Australia
tt0084298,89,Italy
tt0084302,92,Yugoslavia
tt0084304,110,Iran
tt0084310,104,Hong Kong
tt0084315,78,France
tt0084316,99,USA
tt0084318,95,Canada
tt0084324,164,India
tt0084329,88,USA
tt0084333,97,Yugoslavia
tt0084335,122,USA
tt0084338,103,USA
tt0084340,220,France
tt0084342,95,Israel
tt0084345,100,Soviet Union
tt0084346,89,Yugoslavia
tt0084348,88,USA
tt0084350,99,Australia
tt0084351,121,USA
tt0084354,97,UK
tt0084357,86,France
tt0084358,120,France
tt0084359,101,USA
tt0084363,106,China
tt0084365,86,Spain
tt0084370,92,USA
tt0084383,102,Spain
tt0084385,171,India
tt0084387,92,Italy
tt0084388,106,Hungary
tt0084390,130,Japan
tt0084395,84,USA
tt0084408,89,Australia
tt0084412,106,USA
tt0084416,109,Italy
tt0084422,107,Italy
tt0084423,150,France
tt0084424,91,Italy
tt0084431,87,USA
tt0084432,93,Italy
tt0084434,124,USA
tt0084445,107,USA
tt0084449,85,Spain
tt0084451,96,Soviet Union
tt0084455,83,USA
tt0084458,78,USA
tt0084460,89,USA
tt0084464,82,USA
tt0084465,102,Hungary
tt0084467,92,Italy
tt0084468,110,France
tt0084469,100,Canada
tt0084472,85,USA
tt0084476,255,West Germany
tt0084477,93,USA
tt0084479,110,France
tt0084481,88,Switzerland
tt0084485,108,USA
tt0084488,75,USA
tt0084489,124,USA
tt0084495,90,Italy
tt0084503,95,UK
tt0084504,105,Australia
tt0084506,120,Italy
tt0084509,103,UK
tt0084512,97,Argentina
tt0084516,114,USA
tt0084518,92,Soviet Union
tt0084522,94,Canada
tt0084526,85,France
tt0084529,105,Brazil
tt0084532,183,India
tt0084533,83,USA
tt0084538,107,UK
tt0084540,100,France
tt0084548,118,Poland
tt0084549,114,Poland
tt0084553,97,USA
tt0084555,88,France
tt0084556,93,USA
tt0084557,95,Hong Kong
tt0084562,98,France
tt0084564,121,Japan
tt0084565,108,West Germany
tt0084573,86,Philippines
tt0084579,86,France
tt0084586,95,Hong Kong
tt0084587,97,Hong Kong
tt0084589,122,France
tt0084590,99,UK
tt0084591,101,USA
tt0084592,93,Spain
tt0084600,95,Japan
tt0084602,99,USA
tt0084611,93,USA
tt0084616,83,Australia
tt0084620,82,Czechoslovakia
tt0084621,95,France
tt0084625,92,USA
tt0084629,107,Israel
tt0084630,160,India
tt0084633,105,USA
tt0084634,96,Italy
tt0084636,88,New Zealand
tt0084645,91,Italy
tt0084646,112,Italy
tt0084649,82,USA
tt0084650,85,Brazil
tt0084652,104,USA
tt0084654,104,West Germany
tt0084655,94,West Germany
tt0084658,91,UK
tt0084662,106,Yugoslavia
tt0084667,166,India
tt0084671,109,Hong Kong
tt0084674,117,Japan
tt0084675,124,USA
tt0084684,103,USA
tt0084690,108,USA
tt0084691,107,USA
tt0084694,80,USA
tt0084695,77,USA
tt0084696,84,Soviet Union
tt0084697,90,Netherlands
tt0084698,93,USA
tt0084699,89,Yugoslavia
tt0084704,87,USA
tt0084707,150,UK
tt0084708,87,USA
tt0084709,103,Italy
tt0084714,110,Canada
tt0084716,95,Soviet Union
tt0084718,100,Canada
tt0084719,91,Italy
tt0084721,98,Czechoslovakia
tt0084723,100,USA
tt0084725,121,Netherlands
tt0084726,113,USA
tt0084728,105,Australia
tt0084732,93,USA
tt0084735,92,USA
tt0084737,98,USA
tt0084739,86,Canada
tt0084740,95,Spain
tt0084745,91,USA
tt0084749,100,USA
tt0084750,102,UK
tt0084756,90,USA
tt0084762,69,Soviet Union
tt0084774,78,Japan
tt0084776,140,USA
tt0084777,101,Italy
tt0084778,113,Japan
tt0084780,92,Yugoslavia
tt0084781,97,Spain
tt0084782,104,Italy
tt0084783,103,USA
tt0084784,110,USA
tt0084786,87,USA
tt0084787,109,USA
tt0084788,90,USA
tt0084796,83,USA
tt0084797,88,France
tt0084805,116,USA
tt0084807,109,Hong Kong
tt0084808,90,Belgium
tt0084809,102,USA
tt0084813,116,Italy
tt0084814,96,UK
tt0084818,102,Romania
tt0084821,109,Netherlands
tt0084822,68,Denmark
tt0084824,117,France
tt0084825,91,USA
tt0084826,86,Spain
tt0084827,96,USA
tt0084829,103,France
tt0084839,95,Finland
tt0084840,151,India
tt0084841,93,France
tt0084843,90,France
tt0084845,82,Finland
tt0084846,98,Italy
tt0084847,92,Spain
tt0084848,99,USA
tt0084849,120,Netherlands
tt0084854,93,UK
tt0084855,129,USA
tt0084861,97,UK
tt0084865,134,UK
tt0084866,168,India
tt0084867,90,USA
tt0084869,90,Italy
tt0084871,92,Hungary
tt0084873,141,Soviet Union
tt0084874,87,Spain
tt0084876,91,USA
tt0084880,92,Italy
tt0084881,130,Japan
tt0084886,99,USA
tt0084887,91,New Zealand
tt0084893,134,Australia
tt0084897,123,West Germany
tt0084898,75,Burkina Faso
tt0084899,90,USA
tt0084901,96,Poland
tt0084904,82,USA
tt0084917,136,USA
tt0084920,117,USA
tt0084921,107,Hong Kong
tt0084923,89,Poland
tt0084924,86,Hong Kong
tt0084929,87,Hong Kong
tt0084931,110,USA
tt0084934,114,Turkey
tt0084935,88,Italy
tt0084938,96,USA
tt0084939,97,Hong Kong
tt0084945,98,USA
tt0084946,153,Austria
tt0084951,90,Yugoslavia
tt0084953,128,Poland
tt0084955,93,Hong Kong
tt0084961,90,France
tt0084962,124,France
tt0084965,90,Argentina
tt0085121,101,USA
tt0085124,92,Italy
tt0085125,96,Italy
tt0085127,105,Hong Kong
tt0085134,88,Italy
tt0085138,130,India
tt0085141,101,France
tt0085143,81,Spain
tt0085144,110,Hong Kong
tt0085146,131,Finland
tt0085148,100,Italy
tt0085154,91,USA
tt0085156,88,Canada
tt0085158,93,France
tt0085159,105,USA
tt0085165,155,India
tt0085167,93,USA
tt0085168,115,USA
tt0085169,101,USA
tt0085175,125,Greece
tt0085178,130,India
tt0085179,80,West Germany
tt0085180,85,France
tt0085181,90,Argentina
tt0085182,100,France
tt0085183,98,Italy
tt0085187,110,France
tt0085190,145,France
tt0085198,109,Poland
tt0085204,88,Australia
tt0085208,105,USA
tt0085210,123,USA
tt0085211,104,Hong Kong
tt0085213,112,France
tt0085215,102,Yugoslavia
tt0085216,127,Brazil
tt0085218,83,Japan
tt0085224,82,USA
tt0085226,90,France
tt0085227,84,Soviet Union
tt0085229,105,Belgium
tt0085233,120,Spain
tt0085234,95,UK
tt0085236,104,Mexico
tt0085238,95,Soviet Union
tt0085240,96,Italy
tt0085241,103,Spain
tt0085244,105,USA
tt0085245,85,USA
tt0085248,103,USA
tt0085249,80,Bahamas
tt0085250,89,Italy
tt0085251,83,Soviet Union
tt0085253,82,USA
tt0085254,96,USA
tt0085255,109,USA
tt0085260,86,Hong Kong
tt0085266,79,USA
tt0085267,79,USA
tt0085269,84,Czechoslovakia
tt0085271,106,USA
tt0085272,85,France
tt0085273,96,Netherlands
tt0085276,100,USA
tt0085278,97,Australia
tt0085279,85,UK
tt0085282,91,Australia
tt0085287,90,USA
tt0085289,101,France
tt0085295,110,Australia
tt0085297,102,Spain
tt0085299,94,Colombia
tt0085303,110,Italy
tt0085316,140,Italy
tt0085318,95,USA
tt0085319,88,South Korea
tt0085320,106,UK
tt0085321,86,Hong Kong
tt0085326,96,China
tt0085327,108,Italy
tt0085328,116,Italy
tt0085333,110,USA
tt0085334,94,USA
tt0085335,127,Soviet Union
tt0085340,97,Mexico
tt0085341,84,France
tt0085345,135,Peru
tt0085346,98,USA
tt0085354,92,France
tt0085356,88,Italy
tt0085361,177,India
tt0085366,117,Italy
tt0085368,105,Spain
tt0085370,110,France
tt0085374,115,Spain
tt0085375,89,USA
tt0085378,103,France
tt0085379,104,Canada
tt0085380,127,USA
tt0085382,93,USA
tt0085383,90,Spain
tt0085384,109,UK
tt0085385,89,Canada
tt0085387,100,USA
tt0085388,100,Hong Kong
tt0085390,78,USA
tt0085394,82,France
tt0085396,93,USA
tt0085398,130,UK
tt0085400,108,Switzerland
tt0085407,103,Canada
tt0085408,98,USA
tt0085409,95,USA
tt0085412,99,USA
tt0085415,88,USA
tt0085416,90,USA
tt0085418,101,UK
tt0085420,95,Italy
tt0085426,92,France
tt0085434,82,USA
tt0085437,93,Hong Kong
tt0085441,85,West Germany
tt0085442,82,USA
tt0085450,89,USA
tt0085451,110,Poland
tt0085454,126,Italy
tt0085461,118,UK
tt0085468,70,Spain
tt0085470,95,USA
tt0085473,95,USA
tt0085475,95,USA
tt0085477,162,France
tt0085478,110,UK
tt0085482,141,UK
tt0085484,89,USA
tt0085486,90,France
tt0085489,92,France
tt0085491,96,Italy
tt0085494,104,USA
tt0085496,114,Spain
tt0085499,92,Spain
tt0085501,103,Mexico
tt0085503,105,Taiwan
tt0085512,117,Hungary
tt0085513,100,USA
tt0085514,83,Italy
tt0085515,90,USA
tt0085516,98,Italy
tt0085522,92,Romania
tt0085524,85,Italy
tt0085527,99,Czechoslovakia
tt0085529,99,France
tt0085533,99,Taiwan
tt0085540,95,Italy
tt0085542,81,USA
tt0085546,96,USA
tt0085547,88,USA
tt0085549,95,USA
tt0085551,92,USA
tt0085568,103,West Germany
tt0085571,85,South Africa
tt0085574,109,Sweden
tt0085575,99,Brazil
tt0085576,102,France
tt0085580,74,USA
tt0085582,86,Spain
tt0085585,88,West Germany
tt0085588,96,USA
tt0085596,90,Brazil
tt0085597,90,Italy
tt0085599,154,Greece
tt0085601,107,Italy
tt0085602,79,USA
tt0085603,84,Canada
tt0085606,89,UK
tt0085608,94,USA
tt0085615,128,USA
tt0085619,130,France
tt0085622,110,Canada
tt0085626,106,Taiwan
tt0085627,89,Italy
tt0085628,95,Hong Kong
tt0085635,166,Taiwan
tt0085636,98,USA
tt0085637,98,Yugoslavia
tt0085640,97,USA
tt0085642,111,Israel
tt0085656,113,USA
tt0085660,114,West Germany
tt0085662,90,Italy
tt0085666,105,West Germany
tt0085671,63,Japan
tt0085672,98,Italy
tt0085678,105,USA
tt0085688,96,USA
tt0085689,90,Australia
tt0085693,102,UK
tt0085694,91,USA
tt0085695,100,Taiwan
tt0085701,97,UK
tt0085704,87,USA
tt0085706,100,USA
tt0085712,92,Yugoslavia
tt0085713,97,Yugoslavia
tt0085723,93,Soviet Union
tt0085724,110,USA
tt0085725,95,France
tt0085737,80,Italy
tt0085743,132,India
tt0085746,99,Yugoslavia
tt0085748,81,Czechoslovakia
tt0085750,99,USA
tt0085755,94,UK
tt0085756,85,USA
tt0085758,60,USA
tt0085763,102,Canada
tt0085764,88,USA
tt0085767,105,Hungary
tt0085768,92,Yugoslavia
tt0085769,98,Yugoslavia
tt0085770,97,Sweden
tt0085776,141,India
tt0085780,96,UK
tt0085781,88,West Germany
tt0085785,106,India
tt0085792,90,Philippines
tt0085794,109,USA
tt0085807,92,Poland
tt0085811,116,UK
tt0085815,150,Hungary
tt0085821,81,USA
tt0085823,92,USA
tt0085824,94,Spain
tt0085829,90,Belgium
tt0085830,92,Japan
tt0085838,110,USA
tt0085839,82,France
tt0085843,132,West Germany
tt0085846,100,USA
tt0085852,112,USA
tt0085859,111,UK
tt0085862,107,USA
tt0085863,92,USA
tt0085864,92,Hong Kong
tt0085867,102,USA
tt0085868,100,Canada
tt0085871,88,USA
tt0085872,82,USA
tt0085873,95,USA
tt0085878,137,France
tt0085880,83,Spain
tt0085883,80,Spain
tt0085891,110,USA
tt0085892,111,USA
tt0085893,91,Australia
tt0085894,93,USA
tt0085895,99,USA
tt0085896,167,India
tt0085897,89,Italy
tt0085900,100,France
tt0085901,107,France
tt0085908,104,USA
tt0085911,170,Iraq
tt0085912,162,India
tt0085913,165,India
tt0085916,127,Poland
tt0085918,96,USA
tt0085919,98,USA
tt0085933,123,UK
tt0085934,160,France
tt0085935,84,USA
tt0085937,76,USA
tt0085939,87,Australia
tt0085947,97,Romania
tt0085951,105,Hong Kong
tt0085953,84,Hong Kong
tt0085959,107,UK
tt0085963,100,Switzerland
tt0085966,115,Spain
tt0085970,91,USA
tt0085972,90,Spain
tt0085979,60,USA
tt0085980,97,USA
tt0085981,89,Soviet Union
tt0085983,84,Italy
tt0085991,143,Japan
tt0085994,99,New Zealand
tt0085995,98,USA
tt0086004,105,Yugoslavia
tt0086005,105,USA
tt0086006,134,UK
tt0086011,83,USA
tt0086013,80,USA
tt0086014,99,USA
tt0086017,80,Argentina
tt0086022,125,Italy
tt0086024,89,Australia
tt0086026,80,Spain
tt0086033,100,Italy
tt0086034,131,UK
tt0086036,89,Canada
tt0086050,89,USA
tt0086051,85,USA
tt0086056,194,Philippines
tt0086058,103,USA
tt0086064,90,Denmark
tt0086066,91,USA
tt0086069,109,Sweden
tt0086074,98,Italy
tt0086079,102,France
tt0086081,100,UK
tt0086087,95,France
tt0086088,88,Italy
tt0086102,107,Australia
tt0086103,103,India
tt0086104,105,Spain
tt0086107,87,USA
tt0086111,93,Norway
tt0086112,112,UK
tt0086113,96,Canada
tt0086119,88,USA
tt0086122,107,UK
tt0086129,98,Canada
tt0086135,92,Italy
tt0086136,93,France
tt0086137,80,USA
tt0086141,90,UK
tt0086143,89,USA
tt0086145,126,USA
tt0086148,94,Japan
tt0086149,121,Soviet Union
tt0086153,85,France
tt0086154,113,USA
tt0086156,161,India
tt0086160,68,Japan
tt0086165,113,Italy
tt0086170,180,India
tt0086172,88,Italy
tt0086173,109,Sweden
tt0086176,97,Italy
tt0086182,110,Greece
tt0086189,96,Australia
tt0086190,131,USA
tt0086192,90,USA
tt0086197,193,USA
tt0086199,93,Finland
tt0086200,99,USA
tt0086203,77,Canada
tt0086205,103,USA
tt0086206,95,France
tt0086212,107,France
tt0086213,103,France
tt0086214,108,France
tt0086216,94,USA
tt0086220,106,Canada
tt0086222,77,Italy
tt0086226,79,Romania
tt0086227,100,USA
tt0086230,141,India
tt0086231,160,India
tt0086232,111,UK
tt0086238,85,Italy
tt0086240,94,Italy
tt0086242,140,Japan
tt0086244,133,Japan
tt0086247,130,Japan
tt0086248,82,USA
tt0086250,170,USA
tt0086257,91,West Germany
tt0086260,102,East Germany
tt0086262,82,USA
tt0086263,87,UK
tt0086264,82,Canada
tt0086265,90,UK
tt0086267,90,West Germany
tt0086274,95,Italy
tt0086276,84,Canada
tt0086282,108,France
tt0086284,85,Czechoslovakia
tt0086286,90,Taiwan
tt0086288,96,Italy
tt0086289,83,Italy
tt0086301,103,Hong Kong
tt0086303,100,Hong Kong
tt0086304,88,Taiwan
tt0086308,95,Hong Kong
tt0086311,92,France
tt0086312,131,USA
tt0086314,117,Italy
tt0086318,87,Denmark
tt0086319,83,Czechoslovakia
tt0086320,84,USA
tt0086325,85,USA
tt0086330,86,Italy
tt0086331,89,Italy
tt0086336,95,USA
tt0086337,91,USA
tt0086339,98,Italy
tt0086340,83,Mexico
tt0086343,93,Italy
tt0086345,84,USA
tt0086346,90,USA
tt0086349,90,Canada
tt0086352,102,USA
tt0086355,103,USA
tt0086356,109,USA
tt0086358,115,Italy
tt0086361,93,USA
tt0086366,91,USA
tt0086369,92,Netherlands
tt0086370,101,USA
tt0086372,105,Italy
tt0086373,90,Canada
tt0086374,92,USA
tt0086377,118,USA
tt0086379,96,USA
tt0086381,86,Philippines
tt0086383,117,USA
tt0086390,86,West Germany
tt0086393,125,UK
tt0086394,88,West Germany
tt0086397,103,USA
tt0086403,87,Hungary
tt0086405,122,USA
tt0086407,97,Soviet Union
tt0086409,81,UK
tt0086410,101,Italy
tt0086420,100,France
tt0086421,108,Hungary
tt0086423,92,USA
tt0086425,132,USA
tt0086428,83,France
tt0086429,90,USA
tt0086434,86,Italy
tt0086438,93,Italy
tt0086442,91,USA
tt0086443,94,USA
tt0086447,162,Czechoslovakia
tt0086449,87,USA
tt0086450,107,USA
tt0086456,104,Japan
tt0086459,90,Italy
tt0086461,106,USA
tt0086462,96,Soviet Union
tt0086465,116,USA
tt0086469,91,Brazil
tt0086476,91,USA
tt0086477,96,Czechoslovakia
tt0086479,94,France
tt0086482,100,Spain
tt0086483,96,Italy
tt0086484,95,Italy
tt0086486,82,France
tt0086488,111,Sweden
tt0086489,74,USA
tt0086490,102,Yugoslavia
tt0086491,101,USA
tt0086494,88,USA
tt0086497,118,New Zealand
tt0086498,92,Denmark
tt0086505,90,France
tt0086508,105,USA
tt0086510,128,USA
tt0086515,91,Japan
tt0086520,101,Japan
tt0086523,90,Finland
tt0086525,99,USA
tt0086527,140,Soviet Union
tt0086531,134,Yugoslavia
tt0086541,87,Canada
tt0086542,110,France
tt0086543,102,Netherlands
tt0086546,111,France
tt0086548,91,Italy
tt0086551,110,France
tt0086553,85,Belgium
tt0086554,89,Soviet Union
tt0086557,98,France
tt0086561,92,Soviet Union
tt0086566,93,USA
tt0086567,114,USA
tt0086571,87,USA
tt0086578,92,West Germany
tt0086582,98,UK
tt0086585,98,Poland
tt0086586,95,Australia
tt0086589,94,USA
tt0086593,120,USA
tt0086594,102,Hong Kong
tt0086597,139,India
tt0086605,108,Hong Kong
tt0086606,98,Hong Kong
tt0086607,85,Hong Kong
tt0086610,81,UK
tt0086616,98,Hong Kong
tt0086617,115,Australia
tt0086618,96,UK
tt0086619,133,UK
tt0086622,88,Taiwan
tt0086625,105,USA
tt0086630,99,Yugoslavia
tt0086631,91,Taiwan
tt0086636,98,Italy
tt0086637,79,USA
tt0086640,88,Hong Kong
tt0086642,100,France
tt0086646,100,Hong Kong
tt0086650,99,France
tt0086652,118,Norway
tt0086655,133,France
tt0086833,82,Czechoslovakia
tt0086837,116,USA
tt0086841,102,Italy
tt0086846,90,West Germany
tt0086847,88,USA
tt0086850,109,Italy
tt0086852,85,France
tt0086856,103,USA
tt0086859,128,USA
tt0086863,166,Poland
tt0086865,85,Spain
tt0086868,86,Italy
tt0086872,78,UK
tt0086873,93,USA
tt0086874,98,Italy
tt0086876,96,USA
tt0086877,85,USA
tt0086879,160,USA
tt0086881,93,Italy
tt0086884,97,USA
tt0086886,105,USA
tt0086889,125,France
tt0086890,92,France
tt0086896,94,USA
tt0086902,110,France
tt0086904,90,UK
tt0086910,90,France
tt0086911,100,West Germany
tt0086915,105,Argentina
tt0086919,87,Italy
tt0086926,85,Israel
tt0086927,105,USA
tt0086930,95,USA
tt0086934,95,Tunisia
tt0086935,95,Yugoslavia
tt0086942,107,Canada
tt0086945,110,USA
tt0086946,105,USA
tt0086947,90,Canada
tt0086950,90,Hong Kong
tt0086954,121,Italy
tt0086955,94,USA
tt0086960,105,USA
tt0086961,107,Poland
tt0086964,76,France
tt0086967,84,USA
tt0086969,120,USA
tt0086971,88,USA
tt0086972,92,Italy
tt0086973,100,USA
tt0086974,85,USA
tt0086978,103,UK
tt0086979,99,USA
tt0086980,79,USA
tt0086981,92,UK
tt0086984,114,USA
tt0086985,93,USA
tt0086987,105,USA
tt0086988,108,France
tt0086989,112,France
tt0086992,122,UK
tt0086993,132,UK
tt0086994,100,France
tt0086998,90,USA
tt0086999,94,USA
tt0087001,95,USA
tt0087003,84,USA
tt0087004,108,USA
tt0087006,110,USA
tt0087008,89,West Germany
tt0087013,91,Denmark
tt0087015,88,USA
tt0087018,89,Philippines
tt0087019,102,UK
tt0087020,81,Finland
tt0087023,84,Italy
tt0087027,107,Argentina
tt0087032,108,Hong Kong
tt0087034,152,France
tt0087039,102,Italy
tt0087041,102,USA
tt0087042,82,USA
tt0087043,89,Soviet Union
tt0087045,105,Argentina
tt0087050,92,USA
tt0087054,106,USA
tt0087060,180,Netherlands
tt0087062,93,USA
tt0087065,101,USA
tt0087066,79,Czechoslovakia
tt0087068,101,Italy
tt0087072,106,UK
tt0087075,95,UK
tt0087078,103,USA
tt0087085,112,Australia
tt0087088,105,Italy
tt0087089,127,USA
tt0087091,105,USA
tt0087092,90,USA
tt0087096,91,USA
tt0087100,107,USA
tt0087102,82,Portugal
tt0087115,109,West Germany
tt0087121,106,Argentina
tt0087123,93,Yugoslavia
tt0087127,80,USA
tt0087129,87,West Germany
tt0087130,88,Canada
tt0087132,89,USA
tt0087133,96,Italy
tt0087134,91,USA
tt0087137,100,Hong Kong
tt0087142,90,Indonesia
tt0087144,110,France
tt0087145,89,Hong Kong
tt0087147,96,West Germany
tt0087148,91,West Germany
tt0087150,88,USA
tt0087164,93,Taiwan
tt0087175,99,USA
tt0087181,120,Italy
tt0087182,137,USA
tt0087188,132,Italy
tt0087197,95,USA
tt0087198,88,USA
tt0087202,90,Japan
tt0087205,84,France
tt0087208,85,Italy
tt0087222,90,Mexico
tt0087229,89,USA
tt0087231,131,UK
tt0087233,106,USA
tt0087237,98,UK
tt0087238,100,Spain
tt0087243,88,USA
tt0087246,101,France
tt0087247,95,USA
tt0087250,113,France
tt0087258,90,USA
tt0087260,96,UK
tt0087262,114,USA
tt0087263,103,USA
tt0087265,100,USA
tt0087268,93,USA
tt0087270,90,USA
tt0087277,107,USA
tt0087280,104,Denmark
tt0087282,88,USA
tt0087284,180,France
tt0087287,83,France
tt0087289,92,France
tt0087297,108,Mexico
tt0087298,91,USA
tt0087301,164,China
tt0087303,91,Italy
tt0087310,99,Italy
tt0087313,103,USA
tt0087315,100,France
tt0087320,108,Netherlands
tt0087328,140,India
tt0087332,105,USA
tt0087333,101,USA
tt0087336,96,USA
tt0087337,108,UK
tt0087344,82,Japan
tt0087349,97,Soviet Union
tt0087350,98,Spain
tt0087354,87,USA
tt0087359,97,USA
tt0087363,106,USA
tt0087365,135,UK
tt0087366,85,USA
tt0087373,92,Canada
tt0087374,92,Canada
tt0087376,67,France
tt0087377,106,Japan
tt0087379,90,USA
tt0087384,93,USA
tt0087385,88,USA
tt0087386,120,USA
tt0087397,98,USA
tt0087399,89,Canada
tt0087402,90,USA
tt0087412,108,France
tt0087414,98,UK
tt0087417,120,India
tt0087418,103,USA
tt0087425,96,USA
tt0087428,109,UK
tt0087429,108,USA
tt0087430,89,Italy
tt0087432,109,Iceland
tt0087433,86,China
tt0087436,90,Spain
tt0087451,91,USA
tt0087452,100,USA
tt0087456,90,Netherlands
tt0087461,80,Italy
tt0087462,98,Italy
tt0087464,91,USA
tt0087469,118,USA
tt0087472,97,USA
tt0087473,118,Brazil
tt0087474,152,India
tt0087479,85,USA
tt0087481,99,Italy
tt0087482,113,USA
tt0087488,100,Hungary
tt0087495,98,Czechoslovakia
tt0087507,90,USA
tt0087513,93,USA
tt0087514,98,France
tt0087520,104,France
tt0087523,93,Mexico
tt0087525,94,USA
tt0087527,101,Sweden
tt0087528,96,Hong Kong
tt0087530,122,Iran
tt0087537,187,Italy
tt0087538,126,USA
tt0087543,86,Spain
tt0087544,117,Japan
tt0087545,107,Japan
tt0087550,105,USA
tt0087553,141,UK
tt0087555,97,USA
tt0087556,80,USA
tt0087564,120,Finland
tt0087566,126,West Germany
tt0087576,81,Finland
tt0087578,108,Hong Kong
tt0087580,90,Czechoslovakia
tt0087589,100,USA
tt0087592,87,USA
tt0087594,95,Italy
tt0087597,101,USA
tt0087606,88,Soviet Union
tt0087607,95,Italy
tt0087611,84,Finland
tt0087616,84,Spain
tt0087622,95,Netherlands
tt0087623,85,Hong Kong
tt0087625,96,Hong Kong
tt0087627,83,France
tt0087629,130,USA
tt0087635,90,USA
tt0087643,82,USA
tt0087644,141,USA
tt0087648,93,USA
tt0087650,107,Soviet Union
tt0087651,74,Czechoslovakia
tt0087652,120,Portugal
tt0087653,108,Italy
tt0087658,85,West Germany
tt0087660,114,Japan
tt0087666,105,USA
tt0087667,103,Yugoslavia
tt0087669,94,West Germany
tt0087677,106,Sweden
tt0087679,99,Hong Kong
tt0087681,90,France
tt0087682,109,USA
tt0087683,98,Canada
tt0087685,98,Canada
tt0087688,99,USA
tt0087699,103,Israel
tt0087700,87,USA
tt0087705,85,Australia
tt0087706,110,Yugoslavia
tt0087709,185,Brazil
tt0087710,89,Norway
tt0087712,110,France
tt0087716,122,Italy
tt0087718,118,USA
tt0087720,131,Denmark
tt0087722,109,USA
tt0087723,92,Spain
tt0087727,101,USA
tt0087730,91,Italy
tt0087731,95,Czechoslovakia
tt0087736,130,India
tt0087739,48,USA
tt0087741,99,Netherlands
tt0087742,95,France
tt0087746,91,USA
tt0087747,115,USA
tt0087751,110,USA
tt0087755,94,USA
tt0087759,93,Italy
tt0087763,115,USA
tt0087765,96,Australia
tt0087777,105,USA
tt0087781,138,USA
tt0087784,97,UK
tt0087786,103,USA
tt0087788,105,USA
tt0087789,70,Canada
tt0087795,85,USA
tt0087796,99,USA
tt0087798,98,USA
tt0087799,95,USA
tt0087800,91,USA
tt0087803,113,UK
tt0087805,92,USA
tt0087806,93,Sweden
tt0087810,102,USA
tt0087814,113,Italy
tt0087815,88,USA
tt0087817,82,USA
tt0087818,110,France
tt0087821,101,France
tt0087823,95,Yugoslavia
tt0087829,88,USA
tt0087830,91,Canada
tt0087835,97,USA
tt0087837,92,USA
tt0087843,229,USA
tt0087844,94,Australia
tt0087852,90,UK
tt0087855,119,Hungary
tt0087864,108,USA
tt0087866,97,UK
tt0087868,141,India
tt0087869,105,Spain
tt0087878,97,Soviet Union
tt0087881,89,USA
tt0087884,145,West Germany
tt0087885,109,France
tt0087886,139,India
tt0087888,114,France
tt0087889,78,Canada
tt0087892,164,UK
tt0087898,114,Yugoslavia
tt0087900,109,Soviet Union
tt0087901,91,USA
tt0087903,105,France
tt0087909,116,Italy
tt0087910,102,USA
tt0087913,120,Spain
tt0087917,85,France
tt0087918,88,France
tt0087921,111,USA
tt0087925,86,USA
tt0087927,97,France
tt0087928,96,USA
tt0087932,121,USA
tt0087942,98,USA
tt0087944,80,USA
tt0087945,86,USA
tt0087951,96,USA
tt0087956,116,USA
tt0087957,111,USA
tt0087958,135,India
tt0087959,93,Hong Kong
tt0087964,90,France
tt0087966,119,Italy
tt0087968,108,USA
tt0087971,92,Italy
tt0087980,128,USA
tt0087981,95,Australia
tt0087983,90,USA
tt0087985,114,USA
tt0087986,105,USA
tt0087995,92,USA
tt0087998,81,USA
tt0088000,90,USA
tt0088001,111,USA
tt0088002,107,France
tt0088004,99,France
tt0088006,93,USA
tt0088007,124,USA
tt0088008,90,USA
tt0088009,110,Poland
tt0088011,106,Mexico
tt0088015,126,Sweden
tt0088019,83,USA
tt0088021,85,Czechoslovakia
tt0088023,90,Czechoslovakia
tt0088024,99,USA
tt0088025,95,USA
tt0088027,103,USA
tt0088028,107,Japan
tt0088031,137,India
tt0088034,104,USA
tt0088038,135,Canada
tt0088040,107,Spain
