year,nomination,film,win
2017,Best Performance by an Actor In A Television Series - Drama,"Good Doctor, The",FALSE
2017,Best Performance by an Actor In A Television Series - Drama,Better Call Saul,FALSE
2017,Best Performance by an Actor In A Television Series - Drama,Ray Donovan,FALSE
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",TRUE
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,Better Things,FALSE
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,GLOW,FALSE
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,Insecure,FALSE
2017,Best Performance by an Actress in a Television Series - Musical or Comedy,SMILF,FALSE
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,Master of None,TRUE
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,I Love Dick,FALSE
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,Shameless,FALSE
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,Will & Grace,FALSE
2017,Best Performance by an Actor in a Television Series - Musical or Comedy,Black-ish,FALSE
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Big Little Lies,TRUE
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Handmaid's Tale, The ",FALSE
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",This Is Us,FALSE
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Wizard of Lies, The",FALSE
2017,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Big Little Lies,FALSE
2017,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Big Little Lies,TRUE
2017,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Stranger Things,FALSE
2017,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Feud: Bette And Joan,FALSE
2017,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mr. Robot,FALSE
2017,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Fargo,FALSE
2017,Cecil B. deMille Award,,FALSE
2018,Best Motion Picture - Drama,Bohemian Rhapsody,TRUE
2018,Best Motion Picture - Drama,BlacKkKlansman,FALSE
2018,Best Motion Picture - Drama,If Beale Street Could Talk,FALSE
2018,Best Motion Picture - Drama,"Star Is Born, A (2018)",FALSE
2018,Best Motion Picture - Drama,Black Panther,FALSE
2018,Best Motion Picture - Musical or Comedy,Green Book,TRUE
2018,Best Motion Picture - Musical or Comedy,Crazy Rich Asians,FALSE
2018,Best Motion Picture - Musical or Comedy,"Favourite, The",FALSE
2018,Best Motion Picture - Musical or Comedy,Mary Poppins Returns,FALSE
2018,Best Motion Picture - Musical or Comedy,Vice,FALSE
2018,Best Performance by an Actress in a Motion Picture - Drama,"Wife, The",TRUE
2018,Best Performance by an Actress in a Motion Picture - Drama,"Star Is Born, A (2018)",FALSE
2018,Best Performance by an Actress in a Motion Picture - Drama,Destroyer,FALSE
2018,Best Performance by an Actress in a Motion Picture - Drama,Can You Ever Forgive Me?,FALSE
2018,Best Performance by an Actress in a Motion Picture - Drama,"Private War, A",FALSE
2018,Best Performance by an Actor in a Motion Picture - Drama,Bohemian Rhapsody,TRUE
2018,Best Performance by an Actor in a Motion Picture - Drama,"Star Is Born, A (2018)",FALSE
2018,Best Performance by an Actor in a Motion Picture - Drama,At Eternity's Gate,FALSE
2018,Best Performance by an Actor in a Motion Picture - Drama,Boy Erased,FALSE
2018,Best Performance by an Actor in a Motion Picture - Drama,BlacKkKlansman,FALSE
2018,Best Performance by an Actress in a Motion Picture - Musical or Comedy,"Favourite, The",TRUE
2018,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Mary Poppins Returns,FALSE
2018,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Eighth Grade,FALSE
2018,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Tully,FALSE
2018,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Crazy Rich Asians,FALSE
2018,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Vice,TRUE
2018,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mary Poppins Returns,FALSE
2018,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Green Book,FALSE
2018,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Old Man & the Gun, The",FALSE
2018,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Stan & Ollie,FALSE
2018,Best Performance by an Actress in a Supporting Role in any Motion Picture,If Beale Street Could Talk,TRUE
2018,Best Performance by an Actress in a Supporting Role in any Motion Picture,First Man,FALSE
2018,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Favourite, The",FALSE
2018,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Favourite, The",FALSE
2018,Best Performance by an Actress in a Supporting Role in any Motion Picture,Vice,FALSE
2018,Best Performance by an Actor in a Supporting Role in any Motion Picture,Green Book,TRUE
2018,Best Performance by an Actor in a Supporting Role in any Motion Picture,Beautiful Boy,FALSE
2018,Best Performance by an Actor in a Supporting Role in any Motion Picture,BlacKkKlansman,FALSE
2018,Best Performance by an Actor in a Supporting Role in any Motion Picture,Can You Ever Forgive Me?,FALSE
2018,Best Performance by an Actor in a Supporting Role in any Motion Picture,Vice,FALSE
2018,Best Director - Motion Picture,Roma,TRUE
2018,Best Director - Motion Picture,"Star Is Born, A (2018)",FALSE
2018,Best Director - Motion Picture,Green Book,FALSE
2018,Best Director - Motion Picture,BlacKkKlansman,FALSE
2018,Best Director - Motion Picture,Vice,FALSE
2018,Best Screenplay - Motion Picture,Green Book,TRUE
2018,Best Screenplay - Motion Picture,"Favourite, The",FALSE
2018,Best Screenplay - Motion Picture,If Beale Street Could Talk,FALSE
2018,Best Screenplay - Motion Picture,Vice,FALSE
2018,Best Screenplay - Motion Picture,Roma,FALSE
2018,Best Motion Picture - Animated,Spider-Man: Into the Spider-Verse,TRUE
2018,Best Motion Picture - Animated,Incredibles 2,FALSE
2018,Best Motion Picture - Animated,Isle of Dogs,FALSE
2018,Best Motion Picture - Animated,Mirai,FALSE
2018,Best Motion Picture - Animated,Ralph Breaks the Internet,FALSE
2018,Best Motion Picture - Foreign Language,"Mexico, Alfonso Cuar?n",TRUE
2018,Best Motion Picture - Foreign Language,"Belgium, Lukas Dhont",FALSE
2018,Best Motion Picture - Foreign Language,"Germany, Florian Henckel von Donnersmarck",FALSE
2018,Best Motion Picture - Foreign Language,"Japan, Hirokazu Koreeda",FALSE
2018,Best Motion Picture - Foreign Language,"Lebanon, Nadine Labaki",FALSE
2018,Best Original Score - Motion Picture,First Man,TRUE
2018,Best Original Score - Motion Picture,"Quiet Place, A",FALSE
2018,Best Original Score - Motion Picture,Isle of Dogs,FALSE
2018,Best Original Score - Motion Picture,Black Panther,FALSE
2018,Best Original Score - Motion Picture,Mary Poppins Returns,FALSE
2018,Best Original Song - Motion Picture,"Star Is Born, A (2018)",TRUE
2018,Best Original Song - Motion Picture,Black Panther,FALSE
2018,Best Original Song - Motion Picture,Dumplin',FALSE
2018,Best Original Song - Motion Picture,"Private War, A",FALSE
2018,Best Original Song - Motion Picture,Boy Erased,FALSE
2018,Best Television Series - Drama,The Americans,TRUE
2018,Best Television Series - Drama,Bodyguard,FALSE
2018,Best Television Series - Drama,Homecoming,FALSE
2018,Best Television Series - Drama,Killing Eve,FALSE
2018,Best Television Series - Drama,Pose,FALSE
2018,Best Television Series - Musical or Comedy,"Kominsky Method, The",TRUE
2018,Best Television Series - Musical or Comedy,Barry,FALSE
2018,Best Television Series - Musical or Comedy,"Good Place, The",FALSE
2018,Best Television Series - Musical or Comedy,Kidding,FALSE
2018,Best Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",FALSE
2018,Best Television Limited Series or Motion Picture Made for Television,"Assassination of Gianni Versace: American Crime Story, The",TRUE
2018,Best Television Limited Series or Motion Picture Made for Television,Sharp Objects,FALSE
2018,Best Television Limited Series or Motion Picture Made for Television,"Very English Scandal, A",FALSE
2018,Best Television Limited Series or Motion Picture Made for Television,"Alienist, The",FALSE
2018,Best Television Limited Series or Motion Picture Made for Television,Escape at Dannemora,FALSE
2018,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Escape at Dannemora,TRUE
2018,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sharp Objects,FALSE
2018,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Dirty John,FALSE
2018,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,"Tale, The",FALSE
2018,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Seven Seconds,FALSE
2018,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Assassination of Gianni Versace: American Crime Story, The",TRUE
2018,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Very English Scandal, A",FALSE
2018,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Genius: Picasso,FALSE
2018,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,"Alienist, The",FALSE
2018,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Melrose,FALSE
2018,Best Performance by an Actress In A Television Series - Drama,Killing Eve,TRUE
2018,Best Performance by an Actress In A Television Series - Drama,Outlander,FALSE
2018,Best Performance by an Actress In A Television Series - Drama,"Handmaid's Tale, The ",FALSE
2018,Best Performance by an Actress In A Television Series - Drama,Homecoming,FALSE
2018,Best Performance by an Actress In A Television Series - Drama,The Americans,FALSE
2018,Best Performance by an Actor In A Television Series - Drama,Bodyguard,TRUE
2018,Best Performance by an Actor In A Television Series - Drama,Ozark,FALSE
2018,Best Performance by an Actor In A Television Series - Drama,Homecoming,FALSE
2018,Best Performance by an Actor In A Television Series - Drama,Pose,FALSE
2018,Best Performance by an Actor In A Television Series - Drama,The Americans,FALSE
2018,Best Performance by an Actress in a Television Series - Musical or Comedy,"Marvelous Mrs. Maisel, The",TRUE
2018,Best Performance by an Actress in a Television Series - Musical or Comedy,"Good Place, The",FALSE
2018,Best Performance by an Actress in a Television Series - Musical or Comedy,Murphy Brown,FALSE
2018,Best Performance by an Actress in a Television Series - Musical or Comedy,GLOW,FALSE
2018,Best Performance by an Actress in a Television Series - Musical or Comedy,Will & Grace,FALSE
2018,Best Performance by an Actor in a Television Series - Musical or Comedy,"Kominsky Method, The",TRUE
2018,Best Performance by an Actor in a Television Series - Musical or Comedy,Kidding,FALSE
2018,Best Performance by an Actor in a Television Series - Musical or Comedy,Atlanta,FALSE
2018,Best Performance by an Actor in a Television Series - Musical or Comedy,Barry,FALSE
2018,Best Performance by an Actor in a Television Series - Musical or Comedy,Who is America?,FALSE
2018,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sharp Objects,TRUE
2018,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Marvelous Mrs. Maisel, The",FALSE
2018,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Assassination of Gianni Versace: American Crime Story, The",FALSE
2018,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Westworld,FALSE
2018,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Handmaid's Tale, The ",FALSE
2018,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Very English Scandal, A",TRUE
2018,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television","Kominsky Method, The",FALSE
