id,rating,votes,avg_0-18,num_0-18,avg_18-30,num_18-30,avg_30-45,num_30-45,avg_45up,num_45up
tt0878695,5.7,819,0,0,5.6,222,5.7,434,5.6,126
tt0878709,5.6,32,0,0,5.9,16,5.4,10,4.4,5
tt0878804,8,56456,7.7,56,8,23240,7.9,24215,8,5473
tt0878814,4.4,316,0,0,4.4,68,4.5,166,4.2,66
tt0878835,6.5,2257,0,0,6.5,382,6.4,1284,6.8,544
tt0879265,5,28,0,0,4.2,4,5.1,18,5.8,6
tt0879403,6,20,0,0,10,2,5.7,13,6.5,4
tt0879405,5.3,58,0,0,5,1,4.8,22,5.9,31
tt0879816,7.1,18,0,0,7,4,7.7,10,5.5,2
tt0879825,6.4,80,0,0,6.7,18,6.1,51,7,8
tt0879833,4.5,13,0,0,4.4,5,4.6,7,0,0
tt0879843,7.1,1718,0,0,7.1,518,7.1,882,7.3,276
tt0879870,6.1,35154,5.9,11,6.3,13637,6.1,16550,5.9,3056
tt0880440,6.4,155,0,0,6.5,39,6.4,97,6.1,14
tt0880458,5.3,25,0,0,4.6,5,5.2,14,5.9,6
tt0880477,7.5,133,0,0,7.3,70,7.6,45,6.6,9
tt0880502,7.9,5534,9,1,7.9,1210,7.8,3358,8,820
tt0880504,6.8,67,0,0,7.1,19,6.6,44,6.8,4
tt0880566,7.7,54,0,0,7.8,11,7.4,32,8.1,11
tt0880569,5.3,116,0,0,5.1,37,5.2,51,5.5,24
tt0880570,5,97,0,0,5.6,9,4.7,56,5.2,32
tt0880573,5.5,7,0,0,6,1,5,5,8,1
tt0880575,6.8,47,0,0,6.8,14,6.5,19,7.3,14
tt0880578,6.5,6707,0,0,6.6,1623,6.5,3799,6.6,1061
tt0880633,7.4,69,0,0,7.9,19,6.8,39,8.3,10
tt0880648,5.9,883,0,0,5.9,210,5.9,474,5.8,165
tt0881200,7,345,0,0,6.9,80,7.1,204,6.6,53
tt0881233,6.9,94,0,0,7.1,21,6.9,56,5.9,14
tt0881252,6.1,32,0,0,6.2,13,5.6,11,7.1,7
tt0881320,6.2,6747,7.5,2,6.3,2360,6.1,3406,6,759
tt0881343,6.8,29,0,0,7,1,6.6,14,6.7,14
tt0881369,6.4,25,0,0,0,0,5.8,19,7.7,5
tt0881891,5,12167,4.8,4,5.1,4576,4.9,5785,5.3,1220
tt0881894,5.4,18,0,0,6.7,10,4,5,7,2
tt0881916,5.9,19,0,0,7.5,4,5.7,9,5.8,4
tt0881922,5.2,19,0,0,3,4,5.5,9,5.3,5
tt0881929,5.5,9,0,0,5.5,2,5.2,4,6.3,3
tt0881930,6.5,15,0,0,10,4,8.2,10,1,1
tt0881934,6.4,154,0,0,7.2,42,6.1,72,6.6,37
tt0881948,4.5,62,0,0,4.8,26,4.2,34,7.5,2
tt0881956,4.7,21,2,1,4.8,14,7,1,4.2,5
tt0882113,5.6,21,0,0,8,3,5.7,8,4.9,9
tt0882742,5.3,526,5,1,5.1,312,5.4,150,5.3,43
tt0882755,3.9,67,0,0,4.9,11,3,41,4.5,14
tt0882771,5.1,195,0,0,4.8,101,5.1,66,6.1,17
tt0882782,7.3,12,0,0,6,2,7.1,5,7.6,5
tt0882789,5.3,43,0,0,5.4,7,5,24,5.9,12
tt0882791,6.2,397,0,0,6.4,171,6.1,193,6.2,19
tt0882793,5.4,20,0,0,4.4,6,6.5,11,7,3
tt0882797,5.3,24,0,0,1,7,5.7,9,6,5
tt0882806,3.4,18,0,0,4,1,2.2,8,4.5,9
tt0882809,7.1,81,0,0,7.1,16,7.1,56,6.7,6
tt0882820,6.2,66,0,0,7.2,12,5.7,44,7.6,6
tt0882967,4.5,39,0,0,3.8,16,6.3,13,5.2,10
tt0882969,6.5,66,0,0,3.5,6,6.3,26,7,34
tt0882977,6.5,7467,10,73,6.6,2152,6.4,3058,6.7,1537
tt0882978,6.1,439,1,1,6.1,85,6.1,245,6.1,94
tt0882987,7.1,19,0,0,6.8,7,7.1,10,4,2
tt0883398,3.4,148,0,0,3.9,27,3.3,93,3.7,28
tt0883410,3.3,35,0,0,1.6,7,4,22,3.1,5
tt0883995,6.5,689,10,1,6.5,206,6.5,393,6.7,74
