id,duration,country,director
tt0354808,91,"France, Germany, Poland",Marceline Loridan Ivens
tt0354836,95,"Belgium, France",Yann Moix
tt0354848,93,"France, UK",C.S. Leigh
tt0354855,95,"France, Canada",Michel Boujenah
tt0354899,105,"France, Italy",Michel Gondry
tt0354922,154,India,Priyadarshan
tt0354934,87,Denmark,Oliver Ussing
tt0354946,155,India,"Sundar C., Liyakat Ali Khan"
tt0354953,93,France,Martin Valente
tt0354965,176,India,Veera Shankar
tt0354981,60,Canada,Richard Bell
tt0355029,90,Germany,Christian Petzold
tt0355167,155,India,Rajasenan
tt0355169,163,India,Shaji Kailas
tt0355247,71,Bulgaria,Petar B. Vasilev
tt0355251,82,Spain,Rafael Alc獺zar
tt0355295,118,"USA, Czech Republic, UK",Terry Gilliam
tt0355376,132,India,Rajasenan
tt0355410,139,India,Kamal
tt0355473,86,Germany,Olaf Ittenbach
tt0355521,105,Egypt,Hinri Barakat
tt0355563,102,Australia,Kriv Stenders
tt0355584,87,Egypt,Fatin Abdulwahhab
tt0355585,86,Egypt,Fatin Abdulwahhab
tt0355611,85,Norway,Jens Lien
tt0355617,130,India,Ali Akbar
tt0355650,83,USA,Lazar Saric
tt0355663,155,India,Kamal
tt0355674,127,Egypt,Salah Abouseif
tt0355683,83,Germany,Kai S. Pieck
tt0355686,180,India,Joshiy
tt0355702,107,"USA, Germany",Catherine Hardwicke
tt0355715,115,Egypt,Samir Seif
tt0355729,149,India,Rajasenan
tt0355740,90,India,Mahesh Dattani
tt0355742,142,India,Vijay K. Bhaskar
tt0355743,150,India,"Mani C. Kappan, Lal"
tt0355808,137,India,Kodanda Rami Reddy A.
tt0355809,100,"Brazil, France",Eliane Caff矇
tt0355831,140,India,Sunil Kumar Desai
tt0355836,84,USA,Jerry LaMothe
tt0355857,112,Japan,Y繫jir繫 Takita
tt0355926,130,India,"Meccartin, Raffi"
tt0355954,98,"USA, Germany, Canada",Mick Garris
tt0355975,98,Russia,Larisa Sadilova
tt0355977,100,Thailand,Yongyoot Thongkongtoon
tt0356019,125,Egypt,Atef Salem
tt0356044,96,Egypt,Neyazi Mustafa
tt0356117,115,Egypt,Hussein Kamal
tt0356129,146,India,Rituparno Ghosh
tt0356134,134,India,Kaladharan
tt0356148,97,"Hong Kong, Taiwan",Leon Dai
tt0356150,92,"USA, Czech Republic","Jeff Schaffer, Alec Berg"
tt0356154,87,Norway,Peder Norlund
tt0356159,84,USA,Paul Etheredge
tt0356176,85,Norway,P疇l ?ie
tt0356179,48,USA,Richard Kelly
tt0356194,128,Egypt,Salah Abouseif
tt0356201,81,Brazil,Otto Guerra
tt0356317,90,"Belgium, France, Russia, Spain",St矇phane Vuillet
tt0356336,109,"France, Italy, Spain",Fr矇d矇ric Schoendoerffer
tt0356398,75,Bulgaria,Petar B. Vasilev
tt0356443,120,"UK, Spain, France",Mary McGuckian
tt0356446,93,"Argentina, France, Spain",Pablo Jos矇 Meza
tt0356453,83,"Argentina, Spain",Jorge Gaggero
tt0356470,95,"USA, Canada",Mark Rosman
tt0356485,90,"Argentina, Spain",Santiago Carlos Oves
tt0356487,105,Argentina,Enrique Pi簽eyro
tt0356490,119,Brazil,Luiz Villa癟a
tt0356505,108,India,T.V. Chandran
tt0356577,85,South Korea,Jae-woong Kwon
tt0356614,94,Canada,William Phillips
tt0356618,91,USA,Joseph Ruben
tt0356634,80,USA,Peter Hewitt
tt0356680,103,USA,Thomas Bezucha
tt0356696,108,Singapore,Jack Neo
tt0356721,107,"UK, Germany, USA",David O. Russell
tt0356764,83,USA,Kenny Golde
tt0356774,146,India,Fazil
tt0356797,105,Greece,Nikos Panayotopoulos
tt0356803,120,India,Sasi Shankar
tt0356867,116,Russia,Nikolai Stambula
tt0356910,120,USA,Doug Liman
tt0356922,118,"Belgium, France",Bruno Podalyd癡s
tt0356982,130,India,Anurag Kashyap
tt0356999,115,"Switzerland, France",Alain Resnais
tt0357009,120,India,Biju Varkey
tt0357031,101,Italy,Marco Filiberti
tt0357037,117,"Poland, France",Jan Jakub Kolski
tt0357054,93,USA,Jeff Nathanson
tt0357058,120,Czech Republic,Jan Hrebejk
tt0357065,107,Egypt,Muhammad al-Najjar
tt0357091,97,USA,Tamar Simon Hoffs
tt0357110,112,USA,Rebecca Miller
tt0357111,94,France,Alain Chabat
tt0357127,86,"Iceland, USA",Bradley Rust Gray
tt0357158,90,USA,Alex Holdridge
tt0357169,92,"Russia, Germany, France, Italy, Ukraine",Bakhtyar Khudojnazarov
tt0357182,89,USA,Ariel Vromen
tt0357208,121,India,Gaurav Pandey
tt0357213,66,Australia,"Raymond Longford, F. Stuart Whyte"
tt0357277,97,"Canada, USA, Switzerland",Rob Bowman
tt0357282,130,Greece,Nikos Grammatikos
tt0357283,99,"Pakistan, France, Germany",Sabiha Sumar
tt0357328,147,India,Teja
tt0357413,94,USA,Adam McKay
tt0357414,90,USA,Andrew Van Slee
tt0357470,79,USA,"Efram Potelle, Kyle Rankin"
tt0357507,89,"USA, New Zealand, Germany",Stephen Kay
tt0357536,149,India,K. Madhu
tt0357545,79,USA,Chris Lackey
tt0357585,95,Canada,Matthew Hastings
tt0357668,118,USA,Rocco DeVilliers
tt0357773,90,Hungary,K獺roly Makk
tt0357829,126,India,Shafi
tt0357848,88,USA,Jeff Broadstreet
tt0357894,99,Hong Kong,Jingle Ma
tt0357905,171,India,Goutham Vasudev Menon
tt0357930,101,USA,J.S. Cardone
tt0357945,145,India,Kamal
tt0357946,145,India,Renjith
tt0357959,112,Netherlands,Maria Peters
tt0357978,103,South Korea,Hak-ryul Yoon
tt0357991,100,Spain,Jes繳s Bonilla
tt0358082,91,USA,"Chris Wedge, Carlos Saldanha"
tt0358100,100,"Italy, France",Gianfranco Parolini
tt0358135,106,USA,Peter Chelsom
tt0358146,120,Poland,Maciej Slesicki
tt0358148,101,USA,Gary Brockette
tt0358236,92,USA,Kerry Douglas Dye
tt0358243,75,Soviet Union,Oleg Kavun
tt0358273,136,"USA, Germany",James Mangold
tt0358294,97,"USA, Japan",mink
tt0358345,127,South Korea,Soo-youn Lee
tt0358349,100,"USA, UK",Kevin Allen
tt0358351,95,Austria,Marco Kalantari
tt0358503,95,South Korea,Dong-hyeon Lee
tt0358528,107,South Korea,Jeong-kwon Kim
tt0358529,119,USA,Alan Rowe Kelly
tt0358539,96,USA,Luane Beck
tt0358551,90,USA,James Nguyen
tt0358559,87,Japan,SABU
tt0358590,83,Mexico,Juli獺n Hern獺ndez
tt0358670,90,Hungary,Benedek Fliegauf
tt0358676,100,Italy,"Daniele Cipr穫, Franco Maresco"
tt0358691,117,South Korea,Kyu-sung Jang
tt0358717,86,Japan,Norifumi Suzuki
tt0358722,98,USA,Martin Guigui
tt0358914,153,India,E.V.V. Satyanarayana
tt0358924,89,"Argentina, France",Ver籀nica Chen
tt0358925,96,Israel,Shay Kanot
tt0358987,85,Egypt,Salah Abouseif
tt0358992,146,India,Krishnakant Pandya
tt0359013,113,USA,David S. Goyer
tt0359024,99,USA,Richard Pepin
tt0359045,100,Spain,Miguel Albaladejo
tt0359054,98,Spain,Ram籀n De Espa簽a
tt0359063,139,India,Ravi Raja Pinisetty
tt0359078,84,UK,Peter Richardson
tt0359161,91,USA,Nancy Savoca
tt0359254,103,"Argentina, Brazil, France, Germany, Spain, UK",Pablo Trapero
tt0359325,162,India,C.P. Dixit
tt0359342,103,Japan,Shin Togashi
tt0359395,108,Japan,Miwa Nishikawa
tt0359398,85,UK,"James Eaves, Johannes Roberts"
tt0359423,97,USA,Michael Mayer
tt0359440,130,India,Anil Sharma
tt0359517,97,USA,Christopher Erskin
tt0359564,85,Finland,"Tommi Lepola, Tero Molin"
tt0359587,90,USA,James Archer
tt0359603,104,Latvia,Janis Streics
tt0359614,153,India,Raj N. Sippy
tt0359658,74,Australia,Mark Savage
tt0359692,143,Japan,Y繫jir繫 Takita
tt0359715,90,USA,Quentin Tarantino
tt0359750,146,India,"Krishna Vamsi, Y.V.S. Chowdary"
tt0359774,88,USA,Tony Vitale
tt0359784,75,South Korea,Baek-yeob Seong
tt0359836,72,USA,Ken Anderson
tt0359841,103,South Korea,Il-seon Eo
tt0359874,170,Egypt,Izzuddin Dhulfeqar
tt0359942,113,Thailand,"Kongdej Jaturanrasamee, Kiat Songsanant"
tt0359950,114,"USA, UK",Ben Stiller
tt0359984,88,"UK, Lithuania",Stephanie Sinclaire
tt0360009,106,"Germany, USA",David Mamet
tt0360016,90,USA,Matthew Cole Weiss
tt0360025,80,"UK, USA",Peter Richardson
tt0360032,100,Australia,Dean Murphy
tt0360118,103,Indonesia,Dimas Djayadiningrat
tt0360130,108,USA,David Gordon Green
tt0360139,101,"USA, UK",Andy Cadiff
tt0360201,98,"UK, France, USA",Richard Loncraine
tt0360232,103,Pakistan,Khwaja Sarfraz
tt0360323,107,USA,Bobby Moresco
tt0360412,74,Bulgaria,Petar B. Vasilev
tt0360486,121,"USA, Germany",Francis Lawrence
tt0360556,100,USA,Ramin Bahrani
tt0360674,90,Netherlands,Theo van Gogh
tt0360717,187,"New Zealand, USA, Germany",Peter Jackson
tt0360773,92,UK,Danny Patrick
tt0360779,95,"Germany, France",Angela Schanelec
tt0360798,106,Australia,Alkinos Tsilimidos
tt0360839,106,Japan,Koreyoshi Kurahara
tt0360845,80,"France, Switzerland",Jean-Luc Godard
tt0360890,95,"Germany, USA",Ralf Schmerberg
tt0360940,82,Japan,Takashi Tsuboshima
tt0360946,90,Japan,Toshio Masuda
tt0360960,122,Germany,Florian Gallenberger
tt0361006,110,Argentina,"N矇stor Montalbano, Carola Poceiro"
tt0361037,175,India,Vinayak V.V.
tt0361089,76,"UK, USA",Gary Chapman
tt0361127,87,USA,Nicole Kassell
tt0361309,101,"USA, Canada",John Curran
tt0361322,78,USA,Elliot Greenebaum
tt0361399,92,"Germany, South Africa, USA",Anthony Hickox
tt0361411,122,"UK, USA, India",Gurinder Chadha
tt0361436,103,India,Jijo Punnoose
tt0361447,93,"Serbia, France, Germany, Netherlands",Milos Radovic
tt0361467,89,"Germany, USA",Sara Sugarman
tt0361474,94,France,Xavier Giannoli
tt0361498,92,USA,Damon Dash
tt0361500,94,USA,"Marc F. Adler, Jason Maurer"
tt0361505,163,India,Feroz Khan
tt0361620,106,USA,Forest Whitaker
tt0361625,118,USA,"Krishna D.K., Raj Nidimoru"
tt0361634,103,China,Yazhou Yang
tt0361661,98,Russia,Bakhyt Kilibayev
tt0361668,129,Japan,Takashi Miike
tt0361670,108,"France, Morocco, Bulgaria, Turkey",Isma禱l Ferroukhi
tt0361679,111,USA,'Evil' Ted Smith
tt0361693,128,USA,Don Roos
tt0361696,103,USA,Sean McNamara
tt0361715,100,USA,Carroll Ballard
tt0361724,77,USA,Tony Urban
tt0361748,153,"Germany, USA",Quentin Tarantino
tt0361805,93,USA,Greg Lombardo
tt0361818,178,India,S.J. Surya
tt0361841,107,USA,Nick Hurran
tt0361858,87,USA,Mitchell Altieri
tt0361862,101,"Spain, France, UK, USA",Brad Anderson
tt0361903,94,Soviet Union,Henrik Malyan
tt0361925,110,"USA, Germany",Donald Petrie
tt0361953,81,USA,Bert Williams
tt0362004,100,USA,Todd Solondz
tt0362039,90,Serbia,Milos Radovic
tt0362048,94,France,Gilles Legrand
tt0362080,95,Argentina,"Cristian Bernard, Flavio Nardini"
tt0362084,92,"France, Germany, UK","Didier Poiraud, Thierry Poiraud"
tt0362107,91,"UK, Spain",Nigel Dick
tt0362120,83,USA,David Zucker
tt0362129,90,USA,Wallace Wolodarsky
tt0362138,88,Philippines,Robert Quebral
tt0362165,94,"USA, Germany",Lawrence Guterman
tt0362174,107,USA,James Redford
tt0362204,142,India,Padam Kumar
tt0362225,131,France,Guillaume Canet
tt0362227,128,USA,Steven Spielberg
tt0362246,115,"France, Canada",Bertrand Bonello
tt0362265,105,France,Thierry Klifa
tt0362269,118,"USA, Germany",Bill Condon
tt0362270,119,USA,Wes Anderson
tt0362276,106,"Argentina, Brazil",Javier Torre
tt0362329,95,Japan,Takashi Miike
tt0362387,70,Japan,Yukihiko Tsutsumi
tt0362417,78,Japan,Ry羶hei Kitamura
tt0362427,107,"France, Israel",Rapha禱l Nadjari
tt0362433,100,Argentina,Daniel Burak
tt0362454,97,UK,John Furse
tt0362478,115,USA,Richard Kelly
tt0362496,115,Argentina,Gaston Biraben
tt0362506,106,USA,Ray McKinnon
tt0362511,96,USA,"David Hillenbrand, Scott Hillenbrand"
tt0362518,88,"Bolivia, Germany, Chile",Marcos Loayza
tt0362526,87,USA,Gregory Jacobs
tt0362538,84,USA,Tony Spiridakis
tt0362544,96,USA,"Bo Buckley, C. Michael Close"
tt0362548,180,India,Dharani
tt0362582,110,Argentina,Daniel Barone
tt0362586,90,USA,Chris Iovenko
tt0362590,97,USA,Mitch Rouse
tt0362696,160,India,Tigmanshu Dhulia
tt0362718,88,"Argentina, Brazil, Spain",Julia Solomonoff
tt0362771,134,India,Ken Ghosh
tt0362789,115,Argentina,H矇ctor Olivera
tt0362804,103,Germany,Carsten Fiebeler
tt0362820,96,USA,Mike Kirton
tt0362843,96,USA,Francis Patrick Creighton
tt0362873,83,Argentina,Luis Ortega
tt0362902,136,India,B.H. Tharun Kumar
tt0362942,90,"Germany, USA",Christoph Schrewe
tt0362969,100,"Mexico, Spain",Jos矇 Antonio de la Loma
tt0362995,110,Argentina,Nicol獺s Tuozzo
tt0363029,100,USA,Curtiss Clayton
tt0363048,80,Germany,J羹rgen Br羹ning
tt0363056,116,France,Siegfried
tt0363060,100,Japan,Naomi Kawase
tt0363065,107,"Germany, Austria",Stefan Krohmer
tt0363095,99,"UK, Ireland",John Simpson
tt0363143,93,UK,Marc Evans
tt0363144,88,France,Christian Philibert
tt0363163,156,"Germany, Austria, Italy",Oliver Hirschbiegel
tt0363211,117,South Korea,Yoo-jin Kim
tt0363226,116,Japan,Takeshi Kitano
tt0363235,115,Japan,Kiyoshi Kurosawa
tt0363240,83,USA,"Wayne Coyne, Bradley Beesley"
tt0363249,97,"Russia, Germany, Italy, Netherlands, France",Aleksandr Sokurov
tt0363276,91,USA,William Butler
tt0363277,78,Japan,Keitar繫 Motonaga
tt0363282,91,USA,Dennie Gordon
tt0363290,127,"China, France",Ye Lou
tt0363292,108,Chile,Boris Quercia
tt0363303,105,"Iran, France",Samira Makhmalbaf
tt0363409,149,India,Madhur Bhandarkar
tt0363410,121,Turkey,Ziya ?ztan
tt0363472,149,India,Dharmesh Darshan
tt0363473,118,"UK, Germany, USA",Kevin Spacey
tt0363475,97,USA,Ricky Schroder
tt0363504,106,USA,Al Corley
tt0363525,149,India,Babbar Subhash
tt0363532,104,France,Patrice Leconte
tt0363535,146,India,K. Raghavendra Rao
tt0363547,101,"USA, Canada, Japan, France",Zack Snyder
tt0363565,85,USA,Robert Napton
tt0363567,160,India,K. Muralimohana Rao
tt0363579,104,USA,Debra Granik
tt0363589,81,USA,Gus Van Sant
tt0363623,88,USA,Barry Strugatz
tt0363648,110,Turkey,Yusuf Kur癟enli
tt0363666,151,India,Kirti Kumar
tt0363721,133,India,Anant Balani
tt0363741,154,India,Priyadarshan
tt0363768,97,USA,Robert Hall
tt0363771,143,"USA, UK",Andrew Adamson
tt0363778,93,USA,Sam B. Lorn
tt0363780,95,USA,Derick Martini
tt0363826,108,France,Robert Gu矇diguian
tt0363833,146,India,Apoorva Lakhia
tt0363852,125,Turkey,Mustafa Altioklar
tt0363879,115,Italy,Franco Battiato
tt0363913,93,USA,Peter Riegert
tt0363970,98,"Hungary, Italy",Andor Szil獺gyi
tt0363988,96,USA,David Koepp
tt0364045,103,USA,D.J. Caruso
tt0364049,135,India,Babbar Subhash
tt0364058,84,Hungary,Zsombor Dyga
tt0364084,85,France,Jean-Fran癟ois Laguionie
tt0364093,96,"Portugal, France, Italy",Manoel de Oliveira
tt0364109,76,France,Emmanuel Mouret
tt0364120,93,"France, Belgium, UK",S矇bastien Lifshitz
tt0364193,101,Canada,Bernard ?mond
tt0364236,175,India,R. Krishnamurthy
tt0364262,108,South Korea,Jong-rok Oh
tt0364270,93,"Argentina, France",Mar穩a Victoria Menis
tt0364301,116,France,Robert Gu矇diguian
tt0364303,172,India,Govind Nihalani
tt0364310,108,Iran,Manuchehr Mosayyeri
tt0364343,95,"USA, Canada, Germany",Omar Naim
tt0364361,92,Iran,Kamal Tabrizi
tt0364365,96,Iran,Behruz Afkhami
tt0364376,70,USA,Charles Band
tt0364385,92,Japan,Takashi Shimizu
tt0364435,90,USA,Brett C. Leonard
tt0364447,110,South Korea,Heung-sun Jeong
tt0364456,135,India,Chitralaya Gopu
tt0364457,95,"Canada, UK",Paul Lynch
tt0364517,93,"France, Belgium",Yann Samuell
tt0364526,70,"France, Belgium",Eug癡ne Green
tt0364530,162,India,K.S. Ravi
tt0364537,86,Iran,Parviz Shahbazi
tt0364556,97,USA,Van Fischer
tt0364569,120,South Korea,Chan-wook Park
tt0364571,160,India,S.A. Chandrashekhar
tt0364599,90,USA,Dave Rosenbaum
tt0364604,149,India,Hriday Shetty
tt0364616,85,USA,Karl Kozak
tt0364621,156,India,Harry Baweja
tt0364647,175,India,Kamal Haasan
tt0364656,85,Canada,Gary Yates
tt0364698,160,India,R. Krishnamurthy
tt0364725,92,USA,Rawson Marshall Thurber
tt0364726,126,USA,Craig Kovach
tt0364733,138,India,E.V.V. Satyanarayana
tt0364745,99,USA,Jim Wilson
tt0364751,95,"USA, New Zealand",Steven Brill
tt0364759,110,South Korea,Yong-woon Park
tt0364882,105,"Chile, Spain",Marcelo Ferrari
tt0364914,88,USA,Randel Cole
tt0364955,102,USA,Terry Zwigoff
tt0364961,95,"USA, Mexico",Niels Mueller
tt0364970,90,"France, UK",Mathieu Kassovitz
tt0364977,130,Thailand,"Oxide Chun Pang, Pisut Praesangeam"
tt0364986,85,USA,Sam Mraovich
tt0365013,100,USA,Marisol Adler
tt0365020,91,USA,Jim McKay
tt0365089,95,"Serbia, Germany, Slovenia",Srdjan Koljevic
tt0365100,95,USA,Stefan Marc
tt0365125,89,USA,John Waters
tt0365183,109,"Canada, France",Scott Smith
tt0365190,105,France,C矇dric Kahn
tt0365194,90,Netherlands,Jamel Aattache
tt0365200,92,USA,Terence H. Winkless
tt0365262,94,USA,David A. Cross
tt0365265,94,Canada,Grant Harvey
tt0365285,93,"Republic of Macedonia, Czech Republic, USA, Germany",Ivo Trajkov
tt0365289,103,Netherlands,Alex van Warmerdam
tt0365296,78,USA,Bill Plympton
tt0365376,115,South Korea,Jee-woon Kim
tt0365398,114,France,Jean-Charles Fitoussi
tt0365402,93,China,Yibai Zhang
tt0365407,85,USA,Alan Taylor
tt0365410,100,"UK, France",Emily Young
tt0365443,98,Australia,Phillip Avalon
tt0365478,90,"Germany, USA",Bruce Campbell
tt0365479,97,"Argentina, France, Netherlands, Spain","Mart穩n De Salvo, Vera Fogwill"
tt0365480,90,USA,Tom Cairns
tt0365484,85,South Korea,Man-dae Bong
tt0365485,96,"Ireland, Mexico, Germany, USA",Richard Shepard
tt0365513,95,USA,Michael Davis
tt0365514,120,Japan,Takahisa Zeze
tt0365545,98,USA,Haifaa Al-Mansour
tt0365548,99,Russia,"Valeri Chikov, Igor Ivanov"
tt0365570,92,Argentina,Pablo Par矇s
tt0365617,96,USA,John Huckert
tt0365653,90,USA,Kevin O'Neill
tt0365659,90,France,Jacques-R矇my Girerd
tt0365674,95,USA,Mark Pirro
tt0365675,106,"Germany, UK",Nikolai M羹llersch繹n
tt0365686,111,"France, UK",Guy Ritchie
tt0365714,97,Republic of Macedonia,Ertil Altanaj
tt0365737,128,"USA, United Arab Emirates",Stephen Gaghan
tt0365748,99,"UK, France",Edgar Wright
tt0365763,100,Sweden,Peter Dalle
tt0365770,88,USA,Sandy Tung
tt0365808,84,"Japan, Hong Kong","Ting Hung Kuo, Koichi Takano"
tt0365810,87,Norway,Erik Smith Meyer
tt0365830,93,"USA, Germany",Liam Lynch
tt0365847,122,"Hong Kong, China",Stanley Tong
tt0365852,91,UK,Edouard Nammour
tt0365880,88,USA,Bernard Gourley
tt0365885,118,"USA, Germany, UK",Mike Binder
tt0365907,114,USA,Scott Frank
tt0365914,91,UK,Amma Asante
tt0365918,105,USA,Brock Morse
tt0365929,101,"USA, Canada, France, Turkey",Dominic Sena
tt0365938,90,USA,Josh Sternfeld
tt0365957,95,USA,Chris Stokes
tt0365960,92,USA,Ben Coccio
tt0365967,110,Mexico,Carlos Salc矇s
tt0366137,99,"Argentina, France, Italy, Spain",Daniel Burman
tt0366174,97,USA,Dwight H. Little
tt0366180,168,India,A.R. Murugadoss
tt0366276,128,India,Sudhir Mishra
tt0366287,107,Italy,Paolo Virz穫
tt0366291,99,"Canada, Czech Republic",Lloyd A. Simandl
tt0366292,112,Japan,Takashi Miike
tt0366304,167,India,Rituparno Ghosh
tt0366347,73,USA,J.R. Bookwalter
tt0366416,111,Germany,Lars B羹chel
tt0366442,159,Egypt,Hinri Barakat
tt0366444,109,USA,Eddie O'Flaherty
tt0366450,89,"France, UK, USA",John Stephenson
tt0366505,104,India,Tapan Sinha
tt0366517,97,USA,Brian Austin Green
tt0366518,87,USA,Mark Edwin Robinson
tt0366526,91,Japan,Masaaki Tezuka
tt0366527,85,Ireland,Liz Gill
tt0366532,108,Canada,Jean-Fran癟ois Pouliot
tt0366544,85,"Argentina, France",Albertina Carri
tt0366548,108,"USA, Australia","George Miller, Warren Coleman"
tt0366551,88,"USA, Canada, Germany",Danny Leiner
tt0366555,87,USA,Rolfe Kanefsky
tt0366581,110,Egypt,Khaled El Hagar
tt0366596,104,Finland,Jukka-Pekka Siili
tt0366598,95,Canada,John Ketcham
tt0366616,135,India,Raj N. Sippy
tt0366621,99,Japan,Toshiya Shinohara
tt0366623,120,Egypt,Fatin Abdulwahhab
tt0366627,103,"Germany, USA",John Maybury
tt0366630,162,India,Feroz Khan
tt0366635,103,Czech Republic,David Ondr穩cek
tt0366655,100,China,Xuechang Lu
tt0366664,103,Japan,Masahiro Kobayashi
tt0366668,94,Japan,Kenji Misumi
tt0366701,102,"Finland, Sweden",Aleksi Salmenper瓣
tt0366711,90,USA,Dustin Rikert
tt0366720,92,Hong Kong,Gordon Chan
tt0366721,170,"Greece, France, Italy, Germany",Theodoros Angelopoulos
tt0366726,83,Australia,Martin Murphy
tt0366750,93,"Denmark, Sweden",Jesper W. Nielsen
tt0366762,78,USA,Charlie Loventhal
tt0366777,98,UK,Danny Boyle
tt0366780,101,"UK, USA",Dave McKean
tt0366804,85,Denmark,Giacomo Campeotto
tt0366808,88,Germany,Francis Meletzky
tt0366839,95,Peru,Francisco J. Lombardi
tt0366840,170,India,Gunasekhar
tt0366854,96,Italy,Lucio Pellegrini
tt0366860,105,"Germany, Romania, UK, USA",Jevon O'Neill
tt0366880,112,India,Deepak Bahry
tt0366886,141,India,Abhijit Chowdhury
tt0366894,102,"Germany, UK",Wolfgang B羹ld
tt0366900,90,"Italy, UK, Germany",Renzo Martinelli
tt0366905,100,"Sweden, West Germany",Olle Hellbom
tt0366915,106,Italy,Riccardo Milani
tt0366917,96,Italy,Carlo Vanzina
tt0366920,104,USA,Andrew Black
tt0366943,92,Denmark,Christoffer Boe
tt0366985,143,India,Mani Shankar
tt0366993,120,India,Anjan Das
tt0366996,100,Canada,Guy Maddin
tt0367000,98,France,Pascal Laugier
tt0367027,101,USA,John Cameron Mitchell
tt0367046,113,Mexico,Hari Sama
tt0367082,140,"Hungary, Germany, UK, Israel, France, USA",Lajos Koltai
tt0367085,86,USA,Jessy Terrero
tt0367087,90,Ireland,Ian Fitzgibbon
tt0367088,81,Canada,Robert Vince
tt0367089,81,USA,Noah Baumbach
tt0367097,96,USA,Richard Day
tt0367098,105,"Italy, France, Switzerland",Roberto And簷
tt0367104,103,Hong Kong,Joe Ma
tt0367110,210,India,Ashutosh Gowariker
tt0367122,84,USA,William Webb
tt0367136,85,USA,Art Camacho
tt0367151,80,Japan,Y羶ji Makiguchi
tt0367153,95,USA,Tobe Hooper
tt0367164,102,Sweden,Richard Hobert
tt0367174,95,"Hong Kong, Singapore","Johnnie To, Ka-Fai Wai"
tt0367181,100,"Austria, Germany, UK",Curt M. Faudon
tt0367188,128,"UK, Germany, Romania, France, Italy",Mick Davis
tt0367193,106,"Spain, France",Maria Ripoll
tt0367195,175,"Portugal, France",Jo瓊o C矇sar Monteiro
tt0367203,127,Spain,Enrique Urbizu
tt0367204,91,Finland,Ilkka Vanne
tt0367214,150,India,Ravindra Peepat
tt0367232,90,Canada,Dave Thomas
tt0367257,103,Japan,Toshiki Sat繫
tt0367478,91,"UK, France, Germany, Spain, South Africa",Philippe Martinez
tt0367479,97,USA,Brett Ratner
tt0367480,78,Estonia,Marko Raat
tt0367495,160,India,Sundar C.
tt0367525,106,Egypt,Neyazi Mustafa
tt0367567,99,"Mexico, USA",Jos矇 Pepe Boj籀rquez
tt0367587,101,"Canada, USA",Lisa Cholodenko
tt0367594,115,"UK, USA",Tim Burton
tt0367602,97,"China, Hong Kong",Chia-Liang Liu
tt0367608,98,USA,'Philthy' Phil Phillips
tt0367628,86,Brazil,"Paulo Arag瓊o, Alexandre Boury"
tt0367631,91,USA,Angela Robinson
tt0367652,83,USA,Mike Bigelow
tt0367657,180,India,Vinayak V.V.
tt0367677,86,"Germany, South Africa",Darrell Roodt
tt0367788,83,Germany,Susanne Irina Zacharias
tt0367790,109,USA,Mario Van Peebles
tt0367798,86,USA,Brian Avenet-Bradley
tt0367859,123,Brazil,Jorge Furtado
tt0367863,103,Spain,Jaime Rosales
tt0367878,130,"Portugal, UK, Luxembourg",Ant籀nio-Pedro Vasconcelos
tt0367882,122,USA,Steven Spielberg
tt0367913,92,Japan,Takashi Shimizu
tt0367959,121,"UK, Czech Republic, France, Italy, USA",Peter Webber
tt0367960,91,New Zealand,Steven Ramirez
tt0367975,106,Brazil,Guel Arraes
tt0367995,90,USA,Susan Turley
tt0368008,129,USA,Jonathan Demme
tt0368024,86,"France, Belgium, Switzerland",Denis Dercourt
tt0368026,84,USA,Melvin James
tt0368045,78,Norway,Eva Isaksen
tt0368078,99,"France, Romania",Lucian Pintilie
tt0368089,73,USA,Greg Harrison
tt0368222,105,USA,John Turturro
tt0368226,99,USA,Tommy Wiseau
tt0368233,139,India,K. Raghavendra Rao
tt0368249,104,UK,Sue Heel
tt0368252,96,USA,Ron Sperling
tt0368259,82,UK,Andy Humphries
tt0368268,89,USA,Christian Calson
tt0368296,80,Japan,Naoyuki Tomomatsu
tt0368309,48,Russia,Yevgeny Bauer
tt0368323,95,Philippines,Wenn V. Deramas
tt0368340,88,USA,Michael A. Nickles
tt0368343,88,USA,Scott Ziehl
tt0368375,98,"France, Belgium",Harry Cleven
tt0368400,158,India,S.J. Surya
tt0368411,114,USA,Deborah Kampmeier
tt0368413,118,USA,Nathan Todd Sims
tt0368447,108,USA,M. Night Shyamalan
tt0368555,95,USA,Jordan Hawley
tt0368559,123,India,Goutam Ghose
tt0368561,65,USA,Rusty Nails
tt0368563,85,USA,"Joel Bergvall, Simon Sandquist"
tt0368564,87,USA,Kristen McGary
tt0368566,85,France,Herv矇 Palud
tt0368571,95,"USA, Spain",Kevin Noland
tt0368578,95,"USA, Canada",Brian Levant
tt0368580,139,India,Rajiv Rai
tt0368619,128,"Greece, USA, France",Pantelis Voulgaris
tt0368658,106,"UK, USA, Germany",Richard Eyre
tt0368662,90,USA,Michael J. Jacobs
tt0368667,68,"Japan, France","Daisuke Nishio, Hirotoshi Rissen"
tt0368668,86,"France, Germany, Spain",Philippe Ha簿m
tt0368688,97,"USA, Canada",Sidney J. Furie
tt0368689,80,Serbia,Dragan Marinkovic
tt0368709,123,USA,Cameron Crowe
tt0368725,83,"USA, UK",Carlo Gabriel Nero
