id,duration,country,director
tt0093115,89,Canada,Jerry Ciccoritti
tt0093116,93,Canada,Vojtech Jasn羸
tt0093117,91,Canada,Jean-Claude Lord
tt0093118,80,Japan,Satoshi Dezaki
tt0093119,97,USA,Andr矇 Sz繹ts
tt0093120,109,Australia,"Bruce Myles, Michael Pattinson"
tt0093127,94,Denmark,S繪ren Kragh-Jacobsen
tt0093132,107,Japan,Seijir繫 K繫yama
tt0093133,106,China,Kaige Chen
tt0093137,110,USA,John Irvin
tt0093139,89,Finland,Aki Kaurism瓣ki
tt0093142,90,USA,J. Christian Ingvordsen
tt0093143,125,USA,Lionel Chetwynd
tt0093144,84,USA,Len Talan
tt0093145,85,USA,John G. Avildsen
tt0093146,96,USA,Andy Sidaris
tt0093148,110,USA,William Dear
tt0093158,89,USA,Charles B. Pierce
tt0093160,104,USA,Gabrielle Beaumont
tt0093163,95,USA,Richard Marquand
tt0093164,101,USA,"Dick Richards, Jerry Jameson"
tt0093165,98,USA,Rob Nilsson
tt0093169,90,Belgium,Stijn Coninx
tt0093170,105,Hong Kong,Tun Fei Mou
tt0093171,86,USA,"Donald G. Jackson, R.J. Kizer"
tt0093175,96,USA,Frank Perry
tt0093176,97,Canada,Bruce Pittman
tt0093177,94,UK,Clive Barker
tt0093178,105,"Finland, Switzerland, West Germany",Mika Kaurism瓣ki
tt0093182,146,India,"Ketan Mehta, V. Menon"
tt0093185,97,USA,Jack Sholder
tt0093186,98,USA,Bob Giraldi
tt0093191,128,"West Germany, France",Wim Wenders
tt0093194,110,"Sweden, Denmark, Norway",Kjell Grede
tt0093199,97,Hungary,Gyula Gazdag
tt0093200,78,USA,Robert Townsend
tt0093201,85,"West Germany, USA",Roland Emmerich
tt0093204,94,Canada,Rex Bromfield
tt0093206,91,China,Yimou Zhang
tt0093207,121,Japan,Hiroyuki Yamaga
tt0093209,113,"UK, USA",John Boorman
tt0093214,85,USA,John Florea
tt0093215,93,"USA, Mexico",Steven Lisberger
tt0093217,104,"Mexico, Italy",Cinzia Th. Torrini
tt0093220,88,USA,Ethan Wiley
tt0093223,102,USA,David Mamet
tt0093225,116,USA,Bill Forsyth
tt0093227,94,Australia,Philippe Mora
tt0093229,93,Hong Kong,Corey Yuen
tt0093231,102,USA,Lawrence Bassoff
tt0093232,101,USA,Robert C. Hughes
tt0093235,119,Switzerland,Fredi M. Murer
tt0093238,90,USA,John Elias Michalakis
tt0093239,81,Canada,Patricia Rozema
tt0093240,93,"West Germany, USA, UK",Doris D繹rrie
tt0093251,81,West Germany,Wolfgang Urchs
tt0093253,98,USA,Phil Alden Robinson
tt0093255,107,"Italy, Spain, Tunisia",Damiano Damiani
tt0093258,96,Hong Kong,Stanley Kwan
tt0093260,120,USA,Joe Dante
tt0093261,96,France,Andr矇 T矇chin矇
tt0093266,101,Gibraltar,Denis Amar
tt0093267,108,Italy,Federico Fellini
tt0093268,97,Italy,Deran Sarafian
tt0093270,88,"Canada, USA",Graeme Campbell
tt0093272,82,USA,Robert Skotak
tt0093274,110,Italy,Carlo Verdone
tt0093276,82,"Italy, Netherlands",Alfonso Brescia
tt0093277,143,USA,Hector Babenco
tt0093278,107,USA,Elaine May
tt0093284,86,UK,Jack Bond
tt0093286,95,USA,Larry Cohen
tt0093290,87,Finland,Matti Kassila
tt0093291,102,Czechoslovakia,Dusan Klein
tt0093293,134,India,Pankaj Parashar
tt0093295,97,France,Agn癡s Varda
tt0093296,93,"UK, USA",Terry Marcel
tt0093300,89,USA,Joseph Sargent
tt0093304,98,Hong Kong,Ringo Lam
tt0093305,99,Hong Kong,Tung Cho 'Joe' Cheung
tt0093306,104,Hong Kong,Taylor Wong
tt0093309,88,Hong Kong,Andrew Lau
tt0093311,92,Sweden,Hans Alfredson
tt0093315,91,USA,Steve Carver
tt0093318,97,West Germany,Peter Patzak
tt0093333,92,Italy,Gabriele Salvatores
tt0093334,85,Denmark,"Jarl Friis-Mikkelsen, Ole Stephensen"
tt0093335,83,USA,Robert Allen Schnitzer
tt0093336,118,West Germany,Dominik Graf
tt0093338,95,"Japan, USA, Canada",Claude Gagnon
tt0093340,93,France,Josiane Balasko
tt0093341,76,Iran,Ebrahim Forouzesh
tt0093342,83,Iran,Abbas Kiarostami
tt0093345,88,"Philippines, USA",Cirio H. Santiago
tt0093346,88,USA,Tim Ritter
tt0093347,94,USA,Rick King
tt0093348,135,Japan,Y繫ji Yamada
tt0093349,90,"USA, Bahamas, France, Switzerland",Jean-Luc Godard
tt0093351,90,USA,Peter Ily Huemer
tt0093354,96,UK,Harry Hook
tt0093367,86,"Hong Kong, Japan","Ngai Choi Lam, Biao Yuen"
tt0093370,158,Soviet Union,"Sofiya Milkina, Mikhail Shvejtser"
tt0093371,80,France,Agn癡s Varda
tt0093378,108,USA,Luis Valdez
tt0093379,108,USA,Karen Arthur
tt0093383,84,Finland,Ville M瓣kel瓣
tt0093389,163,"UK, Italy, China, France",Bernardo Bertolucci
tt0093393,92,"UK, West Germany",Derek Jarman
tt0093402,108,Sweden,Claes Eriksson
tt0093403,106,USA,Jan Egleson
tt0093405,85,USA,Paul Weiland
tt0093406,98,Australia,George Miller
tt0093407,98,USA,Marek Kanievska
tt0093409,109,USA,Richard Donner
tt0093411,105,France,G矇rard Oury
tt0093412,102,Spain,Pedro Almod籀var
tt0093415,107,USA,Paul Schrader
tt0093416,131,Australia,Simon Wincer
tt0093418,96,USA,Rod Daniel
tt0093419,77,Soviet Union,Pavel Arsyonov
tt0093422,88,Hong Kong,Ricky Lau
tt0093424,104,"Hungary, USA",Franklin J. Schaffner
tt0093426,98,Hong Kong,Mabel Cheung
tt0093428,130,UK,John Glen
tt0093429,83,USA,Steven Okazaki
tt0093431,116,UK,Jack Clayton
tt0093435,105,Hong Kong,Ringo Lam
tt0093437,97,USA,Joel Schumacher
tt0093443,86,USA,John Moffitt
tt0093447,105,Brazil,F獺bio Barreto
tt0093453,110,"Italy, France, Yugoslavia",Giuliano Montaldo
tt0093454,115,Italy,Ermanno Olmi
tt0093456,92,USA,Eric Louzil
tt0093458,123,Spain,Vicente Aranda
tt0093460,100,Netherlands,Nouchka van Brakel
tt0093466,86,Argentina,Juan Jos矇 Jusid
tt0093467,103,USA,Alan Rudolph
tt0093468,92,"Italy, USA",Ovidio G. Assonitis
tt0093474,97,"USA, West Germany",Peter Keglevic
tt0093476,93,USA,Amy Holden Jones
tt0093477,98,USA,Susan Seidelman
tt0093481,122,France,Jacques Deray
tt0093483,92,USA,Harley Cokeliss
tt0093489,92,"France, Italy",?lie Chouraqui
tt0093491,88,USA,David A. Prior
tt0093493,90,USA,Michael Gottlieb
tt0093497,110,Mexico,Alberto Isaac
tt0093502,127,Japan,J羶z繫 Itami
tt0093504,94,"Belgium, Netherlands, France",Patrick Conrad
tt0093505,100,France,Claude Chabrol
tt0093506,93,USA,G矇rard Kiko簿ne
tt0093507,106,"USA, Israel",Gary Goddard
tt0093509,135,USA,John Sayles
tt0093512,140,UK,James Ivory
tt0093516,96,Canada,George Mendeluk
tt0093522,88,Hong Kong,Jeffrey Lau
tt0093523,93,Hong Kong,Jeffrey Lau
tt0093524,85,Sweden,Lasse Hallstr繹m
tt0093525,90,"South Africa, USA",Riki Shelach Nissimoff
tt0093531,92,"France, Portugal",Manoel de Oliveira
tt0093532,106,Spain,Jaime de Armi簽獺n
tt0093533,85,"Italy, USA",Alberto De Martino
tt0093535,107,"Italy, France",Carlo Vanzina
tt0093539,95,USA,Richard Fleischer
tt0093543,99,"Sweden, Soviet Union, Norway",Vladimir Grammatikov
tt0093546,100,"UK, Denmark",Gordon Hessler
tt0093550,97,"USA, Mexico",David Winters
tt0093556,97,France,"Pamela Berger, Suzanne Schiffman"
tt0093560,79,USA,Fred Dekker
tt0093561,97,Italy,Carlo Vanzina
tt0093562,96,UK,Pat O'Connor
tt0093563,90,USA,Gary Graver
tt0093565,102,USA,Norman Jewison
tt0093566,142,Soviet Union,Aleksandr Muratov
tt0093567,96,USA,"Paul Aaron, Terry Winsor"
tt0093569,116,Spain,Luis Garc穩a Berlanga
tt0093575,90,France,Dominique Chaussois
tt0093578,179,India,Shekhar Kapur
tt0093582,83,USA,Tina Hirsch
tt0093589,90,USA,Charlie Loventhal
tt0093593,166,Poland,Andrzej Zulawski
tt0093595,215,Poland,Zbigniew Kuzminski
tt0093596,83,USA,Robert Benton
tt0093599,141,Hungary,M獺rta M矇sz獺ros
tt0093603,145,India,Mani Ratnam
tt0093605,94,USA,Kathryn Bigelow
tt0093607,88,Czechoslovakia,Ladislav Smoljak
tt0093608,71,West Germany,J繹rg Buttgereit
tt0093614,77,USA,Joseph Merhi
tt0093617,92,USA,Chuck Martinez
tt0093621,93,USA,Max Kleven
tt0093624,90,USA,Kevin Tenney
tt0093626,89,USA,Robert Collector
tt0093628,83,USA,David DeCoteau
tt0093629,96,USA,Chuck Russell
tt0093633,93,Taiwan,Hsiao-Hsien Hou
tt0093634,109,Sweden,Colin Nutley
tt0093637,86,"USA, Philippines",Junn P. Cabreira
tt0093638,106,USA,Peter Werner
tt0093640,114,USA,Roger Donaldson
tt0093641,99,"Belgium, France",Marion H瓣nsel
tt0093645,90,Italy,Maurizio Ponzi
tt0093648,96,USA,William Phelps
tt0093650,94,Italy,Lina Wertm羹ller
tt0093651,92,Italy,Carlo Mazzacurati
tt0093654,90,"USA, Canada",Mario Azzopardi
tt0093655,102,"France, Italy",Pierre Granier-Deferre
tt0093658,103,USA,Jack Smight
tt0093660,116,USA,Martin Ritt
tt0093663,82,USA,Tim Kincaid
tt0093664,118,"Italy, Soviet Union",Nikita Mikhalkov
tt0093665,90,Soviet Union,Vyacheslav Krishtofovich
tt0093667,90,France,Serge Meynard
tt0093668,86,Norway,Nils Gaup
tt0093670,96,Sweden,Mats Arehn
tt0093671,90,USA,Joseph Manduke
tt0093674,117,UK,Andrew Grieve
tt0093676,95,USA,Jag Mundhra
tt0093677,107,Italy,Dario Argento
tt0093683,115,USA,Alan J. Pakula
tt0093690,99,USA,Arthur Hiller
tt0093692,93,USA,Menahem Golan
tt0093693,106,USA,Garry Marshall
tt0093702,90,USA,Stuart Margolin
tt0093709,131,"France, Italy",Bertrand Tavernier
tt0093712,96,"Czechoslovakia, West Germany, Austria, France, Spain, Italy",Juraj Jakubisko
tt0093713,157,"Denmark, Sweden",Bille August
tt0093714,91,USA,Jamaa Fanaka
tt0093720,86,Albania,Dhimiter Anagnosti
tt0093727,105,UK,Terry Jones
tt0093731,89,USA,Robert Hayes
tt0093733,102,"France, Greece",Nikos Papatakis
tt0093737,81,USA,James Toback
tt0093741,83,Canada,Tony Currie
tt0093743,87,USA,Hal Sutherland
tt0093744,100,"Sweden, USA",Ken Annakin
tt0093747,90,Spain,F矇lix Rotaeta
tt0093748,93,USA,John Hughes
tt0093752,97,Poland,Radoslaw Piwowarski
tt0093754,153,Soviet Union,Tengiz Abuladze
tt0093756,88,USA,Jim Drake
tt0093763,95,USA,Andy Anderson
tt0093765,116,France,Andrzej Wajda
tt0093769,95,France,Edouard Niermans
tt0093771,107,UK,Mike Hodges
tt0093772,89,Soviet Union,"Yuri Afanasyev, Yuri Mamin"
tt0093773,107,"USA, Mexico",John McTiernan
tt0093775,94,Canada,George Kaczender
tt0093776,105,UK,Stephen Frears
tt0093777,102,USA,John Carpenter
tt0093778,90,"Yugoslavia, France, USA",Bruce A. Block
tt0093779,98,USA,Rob Reiner
tt0093780,109,USA,Christopher Cain
tt0093784,91,USA,Nigel Dick
tt0093786,86,Czechoslovakia,Karel Smyczek
tt0093789,98,Italy,Giuliana Gamba
tt0093790,91,USA,"Allan Holzman, Robert Short"
tt0093791,108,Greece,Nikos Nikolaidis
tt0093793,108,USA,Jonathan Kaplan
tt0093797,94,Poland,Wojciech W籀jcik
tt0093798,88,Poland,Jerzy Lukaszewicz
tt0093800,88,USA,Gorman Bechard
tt0093818,88,USA,Woody Allen
tt0093820,98,"Argentina, USA",Gordon Hessler
tt0093821,93,USA,David Winters
tt0093822,94,USA,"Joel Coen, Ethan Coen"
tt0093827,77,Soviet Union,Ara Gabrielyan
tt0093828,85,USA,Dennis Feldman
tt0093831,81,"USA, Israel",Adam Brooks
tt0093833,84,USA,Pericles Lewnes
tt0093840,126,Spain,Gonzalo Su獺rez
tt0093843,88,USA,Jeff Lieberman
tt0093845,82,Hong Kong,Tung-Shing Yee
tt0093854,95,USA,Bill Froehlich
tt0093855,101,USA,Larry Cohen
tt0093857,88,USA,Joe Roth
tt0093863,87,Finland,Lauri T繹rh繹nen
tt0093864,210,Italy,Sergio Corbucci
tt0093869,110,Italy,Sergio Corbucci
tt0093870,102,USA,Paul Verhoeven
tt0093872,79,"Italy, USA",Tim Kincaid
tt0093873,83,Canada,John Fasano
tt0093876,90,Canada,Steven Hilliard Stern
tt0093881,105,USA,Fred Walton
tt0093886,107,USA,Fred Schepisi
tt0093891,84,"USA, Israel",David Irving
tt0093894,101,USA,Paul Michael Glaser
tt0093895,80,USA,Julien Temple
tt0093896,73,Japan,Masayuki Ozeki
tt0093898,99,USA,Rick Rosenthal
tt0093908,83,France,Jean Rougeron
tt0093910,83,"USA, Taiwan","Yu Wang, Dusty Nelson"
tt0093912,80,USA,Beth B
tt0093913,101,UK,Stephen Frears
tt0093917,111,Czechoslovakia,Vera Chytilov獺
tt0093932,98,USA,William Riead
tt0093936,111,USA,Herbert Ross
tt0093940,83,USA,Woody Allen
tt0093944,90,Hong Kong,Patrick Tam
tt0093949,175,India,Tinnu Anand
tt0093952,94,Australia,Steve Jodrell
tt0093957,88,Hong Kong,Michael Mak
tt0093964,118,USA,Andrey Konchalovskiy
tt0093966,115,USA,Michael Cimino
tt0093968,82,Poland,Witold Leszczynski
tt0093969,97,USA,Mary Lambert
tt0093974,88,USA,Lee Harry
tt0093978,98,Hong Kong,Siu-Tung Ching
tt0093980,91,USA,Bill Condon
tt0093983,98,"South Africa, USA",John 'Bud' Cardos
tt0093985,73,Iceland,Fri簸rik ?籀r Fri簸riksson
tt0093986,92,"UK, USA",Wayne Wang
tt0093987,80,USA,Chuck Vincent
tt0093990,85,USA,Rick Roessler
tt0093991,80,USA,Ken Dixon
tt0093993,90,USA,David Irving
tt0093995,92,"Spain, USA",Juan Piquer Sim籀n
tt0093996,77,USA,Deborah Brock
tt0093999,85,USA,Michael Berz
tt0094002,82,"France, Switzerland",Jean-Luc Godard
tt0094003,116,Italy,Marco Risi
tt0094005,99,Italy,Amanzio Todini
tt0094006,95,USA,Howard Deutch
tt0094007,111,USA,Henry Jaglom
tt0094008,106,"USA, UK",Ridley Scott
tt0094011,98,France,Maurice Pialat
tt0094012,96,USA,Mel Brooks
tt0094015,92,Italy,Marcello Avallone
tt0094020,112,USA,Daniel Petrie
tt0094021,101,USA,Roger Young
tt0094025,117,USA,John Badham
tt0094027,103,USA,Ram籀n Men矇ndez
tt0094031,93,New Zealand,Sam Pillsbury
tt0094033,100,USA,Lance Hool
tt0094034,95,USA,Robert Boris
tt0094035,89,"UK, Canada, USA",Joseph Ruben
tt0094037,89,USA,Ken Blancato
tt0094038,90,South Africa,Darrell Roodt
tt0094048,86,UK,Alex Cox
tt0094050,80,USA,Fleming B. Fuller
tt0094056,97,"USA, Canada",Jerry Schatzberg
tt0094057,91,USA,James M. Muro
tt0094058,100,Italy,Francesco Nuti
tt0094059,104,Italy,Bruno Mattei
tt0094060,90,"Italy, USA",Enzo G. Castellari
tt0094061,88,USA,Katt Shea
tt0094062,99,USA,Richard Horian
tt0094065,111,"West Germany, Turkey",Ali ?zgent羹rk
tt0094068,97,Spain,Manuel Summers
tt0094070,89,USA,Bert L. Dragin
tt0094071,80,USA,Michie Gleason
tt0094072,97,USA,Carl Reiner
tt0094074,90,"UK, USA",Sidney J. Furie
tt0094076,127,"Argentina, France",Fernando E. Solanas
tt0094077,83,USA,Peter George
tt0094078,105,USA,Jerry Belson
tt0094080,93,USA,Sig Shore
tt0094082,121,USA,Peter Yates
tt0094086,91,USA,Steve Gomer
tt0094087,78,USA,Mark Sobel
tt0094089,85,USA,Jonathan Demme
tt0094091,73,Hungary,Gy繹rgy Pal獺sthy
tt0094092,86,Hungary,Gy繹rgy Dobray
tt0094097,123,Greece,Nikos Nikolaidis
tt0094100,121,Japan,Kon Ichikawa
tt0094101,91,USA,Ed Hansen
tt0094105,86,France,Patrice Leconte
tt0094108,115,Italy,Alberto Sordi
tt0094118,95,USA,Christopher Leitch
tt0094122,105,USA,Nico Mastorakis
tt0094123,90,USA,"Eric Parkinson, Michael Rissi"
tt0094124,84,USA,"Nick Marino, Andr矇 De Toth"
tt0094125,92,USA,Peter Maris
tt0094126,95,Netherlands,Theo van Gogh
tt0094131,91,USA,"James Orr, Johnny Yune"
tt0094134,92,USA,Gregg Araki
tt0094137,102,USA,Leonard Nimoy
tt0094138,97,USA,Phil Joanou
tt0094140,88,USA,Bill Norton
tt0094142,88,USA,Danny DeVito
tt0094144,90,"Italy, West Germany",Fabrizio De Angelis
tt0094146,93,"Hong Kong, Taiwan",Teresa Woo
tt0094148,97,USA,Peter Douglas
tt0094150,70,Finland,Veikko Aaltonen
tt0094152,87,Australia,Brian Hannant
tt0094155,112,USA,Barry Levinson
tt0094159,132,"West Germany, France","Dani癡le Huillet, Jean-Marie Straub"
tt0094160,120,Japan,Toshio Masuda
tt0094164,89,USA,?ric Rochat
tt0094167,85,Italy,Joe D'Amato
tt0094169,110,USA,Norman Mailer
tt0094176,96,"Australia, Canada",Carl Schultz
tt0094183,103,"Brazil, France","Carlos Diegues, Tereza Gonzalez"
tt0094188,91,USA,Burt Kennedy
tt0094201,107,Spain,Antonio Drove
tt0094208,125,"France, Italy",Diane Kurys
tt0094210,115,Canada,Jean-Claude Lauzon
tt0094215,94,USA,John Stockwell
tt0094217,86,USA,Jackie Kong
tt0094218,110,"France, Switzerland",Alain Tanner
tt0094226,119,USA,Brian De Palma
tt0094229,100,"France, Belgium, Palestine",Michel Khleifi
tt0094233,96,Finland,Spede Pasanen
tt0094237,82,USA,Rafal Zielinski
tt0094238,76,Denmark,"Peter Madsen, Jeffrey James Varab"
tt0094241,100,Netherlands,Pieter Verhoeff
tt0094242,102,"Yugoslavia, UK",Goran Markovic
tt0094248,88,Brazil,Sergio Toledo
tt0094255,95,USA,Rod Hewitt
tt0094260,139,Soviet Union,Igor Sheshukov
tt0094263,84,Italy,Massimo Troisi
tt0094264,85,France,Georges Lautner
tt0094265,80,"Belgium, France, Zaire","Beno簾t Lamy, Mweze Ngangura"
tt0094269,105,"Australia, Belgium",Paul Cox
tt0094271,75,West Germany,Andreas Schnaas
tt0094274,92,USA,Rick Sloane
tt0094280,95,Soviet Union,Yuriy Kara
tt0094288,86,USA,Melvin Frank
tt0094291,126,USA,Oliver Stone
tt0094293,106,USA,Gary Sherman
tt0094294,90,USA,"Ted V. Mikels, Ray Dennis Steckler"
tt0094298,79,USA,Chuck Vincent
tt0094304,115,USA,John D. Hancock
tt0094315,90,USA,Lindsay Anderson
tt0094317,107,"UK, Kenya",Michael Radford
tt0094318,90,USA,Jeff Bleckner
tt0094320,110,UK,Donald Cammell
tt0094321,92,USA,James Foley
tt0094323,88,USA,Beau Bridges
tt0094325,92,"Canada, USA",Max Reid
tt0094328,91,Canada,"Jackie Burroughs, Louise Clark"
tt0094331,88,UK,David Leland
tt0094332,118,USA,George Miller
tt0094336,107,UK,Bruce Robinson
tt0094347,103,Australia,John Duigan
tt0094349,105,"Mali, Burkina Faso, France, West Germany, Japan",Souleymane Ciss矇
tt0094350,89,Hong Kong,Billy Chan
tt0094351,97,Hong Kong,"John Woo, Wu Ma"
tt0094356,97,Hong Kong,Taylor Wong
tt0094357,105,Hong Kong,John Woo
tt0094361,97,USA,Charles Winkler
tt0094369,89,Soviet Union,Yuriy Kara
tt0094370,124,Japan,Sh繫hei Imamura
tt0094371,139,Soviet Union,Vladimir Khotinenko
tt0094374,102,Hong Kong,Corey Yuen
tt0094375,91,Hong Kong,David Chung
tt0094376,94,Hong Kong,Chuen-Yee Cha
tt0094382,98,Netherlands,Rudolf van den Berg
tt0094383,93,USA,Ron Link
tt0094384,88,Hong Kong,Godfrey Ho
tt0094385,92,Australia,Michael Pearce
tt0094387,93,Hong Kong,Patrick Tam
tt0094393,86,Poland,Marek Koterski
tt0094395,93,West Germany,Franz Josef Gottlieb
tt0094397,95,Spain,Ricardo Palacios
tt0094405,102,France,G矇rard Krawczyk
tt0094407,88,West Germany,Vicco von B羹low
tt0094591,88,Australia,Chris Roache
tt0094593,93,USA,Paul Flaherty
tt0094594,95,USA,Ernest Thompson
tt0094595,90,Japan,Sh羶suke Kaneko
tt0094596,88,France,Catherine Breillat
tt0094597,92,USA,Robert Englund
tt0094599,97,"USA, Spain, Mexico",Frank Zuniga
tt0094602,99,USA,Andrew Davis
tt0094606,121,USA,Lawrence Kasdan
tt0094607,90,"South Africa, USA, France",Gideon Amir
tt0094608,111,"Canada, USA",Jonathan Kaplan
tt0094612,96,USA,Craig R. Baxley
tt0094618,90,"Italy, USA",Pierluigi Ciriaci
tt0094620,84,Italy,Claudio Fragasso
tt0094621,146,India,Mani Ratnam
tt0094625,124,Japan,Katsuhiro ?tomo
tt0094627,91,"Spain, USA",Jos矇 Ram籀n Larraz
tt0094631,91,USA,Graham Baker
tt0094632,84,Italy,Jay Kamen
tt0094637,98,USA,Tommy Lee Wallace
tt0094641,110,Spain,Jos矇 Luis Cuerda
tt0094642,90,"UK, Canada",John Hough
tt0094643,89,USA,Doug Campbell
tt0094644,102,UK,Maurice Hatton
tt0094651,114,Netherlands,Dick Maas
tt0094654,90,Spain,Ana D穩ez
tt0094655,75,USA,Deborah Brock
tt0094656,99,USA,Tom DeSimone
tt0094661,95,West Germany,Frank Strecker
tt0094663,81,USA,Woody Allen
tt0094667,124,"UK, Argentina",Martin Donovan
tt0094669,102,USA,Michael Winner
tt0094671,97,"Canada, USA, Norway",Ralph L. Thomas
tt0094675,72,Finland,Aki Kaurism瓣ki
tt0094676,85,USA,John G. Thomas
tt0094678,113,USA,Bud Yorkin
tt0094680,96,Australia,Barry Peak
tt0094681,73,Soviet Union,"Sergei Parajanov, Dodo Abashidze"
tt0094683,153,Soviet Union,Sergey Solovev
tt0094693,92,USA,Ross Hagen
tt0094694,91,Hong Kong,Wellson Chin
tt0094695,91,Hong Kong,Johnnie To
tt0094701,80,USA,Andrew Fleming
tt0094705,83,Spain,Fernando Colomo
tt0094709,160,"France, Switzerland",Jacques Rivette
tt0094712,105,USA,Peter Markle
tt0094713,82,France,J矇r繫me Boivin
tt0094714,77,USA,Joe Ritter
tt0094715,123,USA,Garry Marshall
tt0094716,111,USA,Kevin Reynolds
tt0094717,98,USA,Paul Mones
tt0094720,141,India,Rajkumar Kohli
tt0094721,92,USA,Tim Burton
tt0094730,109,Sweden,Jack Ersgard
tt0094731,127,"USA, Japan",Costa-Gavras
tt0094734,88,USA,Fred Olen Ray
tt0094737,104,USA,Penny Marshall
tt0094738,100,"USA, West Germany",Andrew Horn
tt0094739,97,USA,Jim Abrahams
tt0094744,86,USA,Randal Kleiser
tt0094746,106,USA,Mike Nichols
tt0094747,161,USA,Clint Eastwood
tt0094750,93,USA,Eric Karson
tt0094752,90,"USA, Canada",John Fasano
tt0094759,110,UK,Terence Ryan
tt0094761,95,USA,Chuck Russell
tt0094762,90,Italy,Sergio Bergonzelli
tt0094764,90,"Australia, USA",David Webb Peoples
tt0094765,91,"USA, India",Dwight H. Little
tt0094768,90,"USA, Mexico",John Lafia
tt0094769,92,USA,"Ed Fitzgerald, Paul Koval"
tt0094770,93,USA,Strathford Hamilton
tt0094772,94,Norway,Oddvar Bull Tuhus
tt0094773,128,"Peru, Spain",Francisco J. Lombardi
tt0094774,95,"Argentina, Canada, Netherlands",Alejandro Agresti
tt0094781,95,France,Pierre Tchernia
tt0094783,95,USA,Harold Becker
tt0094786,106,"Italy, France",Enrico Oldoini
tt0094787,88,"Italy, Austria, West Germany, Canada",Michael Anderson
tt0094792,101,USA,Aaron Norris
tt0094793,84,USA,Frank Henenlotter
tt0094794,94,Canada,Ed Hunt
tt0094799,107,USA,James Bridges
tt0094812,108,USA,Ron Shelton
tt0094813,93,USA,Steve Carver
tt0094816,106,"UK, West Germany",Andrew Birkin
tt0094819,91,"UK, Mexico",David Green
tt0094820,85,Italy,Enrico Oldoini
tt0094822,90,Spain,Rafael Mole籀n
tt0094824,98,USA,Allan Arkush
tt0094827,96,USA,Sollace Mitchell
tt0094828,175,France,Bruno Nuytten
tt0094833,90,"Portugal, France, West Germany, Italy, Switzerland",Manoel de Oliveira
tt0094834,90,USA,J.F. Lawton
tt0094835,99,South Africa,Cedric Sundstrom
tt0094837,99,USA,Nathan J. White
tt0094839,102,Italy,Francesco Nuti
tt0094841,110,Italy,Marco Ferreri
tt0094842,90,Italy,Neri Parenti
tt0094843,85,Italy,Sergio Martino
tt0094844,89,Philippines,Eddie Romero
tt0094846,97,USA,Genevi癡ve Robert
tt0094849,102,Australia,Ann Turner
tt0094850,77,USA,John Carl Buechler
tt0094852,90,Hong Kong,Chung Wang
tt0094854,92,Hong Kong,Chung Sun
tt0094860,102,Italy,Michele Soavi
tt0094862,87,USA,Tom Holland
tt0094868,105,"France, West Germany, Cameroon",Claire Denis
tt0094869,100,USA,Keith Gordon
tt0094871,105,UK,Michael Winner
tt0094872,143,France,Philippe de Broca
tt0094882,108,USA,Robert Mulligan
tt0094884,124,USA,Glenn Gordon Caron
tt0094886,81,USA,Victor Salva
tt0094888,111,"West Germany, Ghana",Werner Herzog
tt0094889,104,USA,Roger Donaldson
tt0094890,116,USA,Daniel Petrie
tt0094894,120,USA,Dennis Hopper
tt0094896,102,Italy,Flavio Mogherini
tt0094898,116,USA,John Landis
tt0094899,105,"West Germany, Italy",Antonio Margheriti
tt0094900,90,USA,William A. Levey
tt0094901,115,Italy,Carlo Verdone
tt0094907,98,UK,Giles Foster
tt0094910,97,USA,Michael Ritchie
tt0094912,85,"UK, Ireland","Frank Deasy, Joe Lee"
tt0094918,92,"USA, Peru",Luis Llosa
tt0094919,86,USA,Mick Garris
tt0094921,97,USA,Joan Micklin Silver
tt0094923,91,"UK, USA",Caleb Deschanel
tt0094924,120,Australia,Fred Schepisi
tt0094927,87,"Spain, UK, USA",Antonio Pel獺ez
tt0094929,98,"USA, Japan, Italy",Frederico Prosperi
tt0094930,86,USA,Mark Pirro
tt0094931,90,Italy,Giannetto De Rossi
tt0094932,100,France,Walerian Borowczyk
tt0094933,96,USA,"Annabel Jankel, Rocky Morton"
tt0094934,102,USA,Matt Clark
tt0094935,86,Hong Kong,Yuen Chor
tt0094939,72,USA,"Greg Ford, Friz Freleng"
tt0094940,97,USA,Fred Holmes
tt0094942,82,USA,Katt Shea
tt0094946,93,USA,David Lewis
tt0094947,119,"USA, UK",Stephen Frears
tt0094948,96,"Italy, USA",Marty Ollstein
tt0094950,85,"France, Spain",Jes繳s Franco
tt0094955,97,UK,Robert Knights
tt0094957,84,Australia,Brian Trenchard-Smith
tt0094958,173,India,Feroz Khan
tt0094959,95,France,Jean-Claude Brisseau
tt0094961,86,USA,Mark Goldblatt
tt0094962,78,USA,J.R. Bookwalter
tt0094963,91,USA,Buddy Van Horn
tt0094964,116,Canada,David Cronenberg
tt0094969,79,USA,Kristine Peterson
tt0094976,89,USA,Thomas Dewier
tt0094979,102,"UK, India",Nicholas Meyer
tt0094981,88,USA,Monte Markham
tt0094993,110,Cuba,Juan Carlos Tab穩o
tt0094996,85,USA,Frank Patterson
tt0094997,85,Italy,Lucio Fulci
tt0094998,91,USA,Emmett Alston
tt0095002,89,USA,Jim Goldman
tt0095005,94,USA,Robert Kirk
tt0095008,113,France,Claude Zidi
tt0095012,119,Poland,Andrzej Zulawski
