id,title,year,genre
tt0024139,Hoopla,1933,Drama
tt0024144,The House on 56th Street,1933,"Drama, History"
tt0024151,I Cover the Waterfront,1933,"Drama, Romance"
tt0024157,I Lived with You,1933,"Comedy, Romance"
tt0024160,I Loved a Woman,1933,"Drama, Romance"
tt0024161,I Was a Spy,1933,"Drama, War"
tt0024166,I'm No Angel,1933,"Comedy, Musical, Romance"
tt0024170,If I Were Free,1933,"Drama, Romance"
tt0024176,In the Wake of the Bounty,1933,"Action, Drama"
tt0024183,International House,1933,Comedy
tt0024184,The Invisible Man,1933,"Horror, Sci-Fi"
tt0024188,Island of Lost Souls,1932,"Horror, Sci-Fi"
tt0024199,Jungle Bride,1933,"Adventure, Crime, Drama"
tt0024210,The Kennel Murder Case,1933,"Crime, Mystery"
tt0024211,The Keyhole,1933,"Comedy, Drama, Romance"
tt0024214,Kimi to wakarete,1933,Drama
tt0024216,King Kong,1933,"Adventure, Horror, Sci-Fi"
tt0024219,King of the Jungle,1933,"Action, Adventure"
tt0024221,The King's Vacation,1933,"Comedy, Romance"
tt0024222,The Kiss Before the Mirror,1933,"Drama, Mystery"
tt0024236,Lachende Erben,1933,"Comedy, Romance"
tt0024238,Ladies They Talk About,1933,"Crime, Drama, Romance"
tt0024239,Lady Killer,1933,"Comedy, Crime"
tt0024240,Lady for a Day,1933,"Comedy, Drama"
tt0024252,Liebelei,1933,"Drama, Romance"
tt0024257,The Life of Jimmy Dolan,1933,"Romance, Drama"
tt0024258,Lilly Turner,1933,Drama
tt0024262,The Little Giant,1933,"Comedy, Crime, Romance"
tt0024264,Little Women,1933,"Drama, Family, Romance"
tt0024266,La llorona,1933,"Horror, Mystery"
tt0024269,Looking Forward,1933,Drama
tt0024276,Lucky Devils,1933,"Action, Drama"
tt0024288,Made on Broadway,1933,"Comedy, Drama"
tt0024293,The Man from Monterey,1933,Western
tt0024301,Man of the Forest,1933,"Action, Crime, Drama"
tt0024302,Man's Castle,1933,"Drama, Romance"
tt0024307,"Mary Stevens, M.D.",1933,Drama
tt0024308,The Masquerader,1933,Drama
tt0024314,The Mayor of Hell,1933,"Crime, Drama, Romance"
tt0024320,Meet the Baron,1933,Comedy
tt0024323,Melody Cruise,1933,"Comedy, Musical, Romance"
tt0024325,Men Must Fight,1933,"Drama, Sci-Fi, War"
tt0024334,Midnight Mary,1933,"Crime, Drama, Romance"
tt0024339,The Mind Reader,1933,"Action, Crime, Drama"
tt0024353,Morning Glory,1933,"Drama, Romance"
tt0024359,Murder in the Private Car,1934,"Mystery, Romance"
tt0024360,Murders in the Zoo,1933,"Crime, Horror"
tt0024368,Mystery of the Wax Museum,1933,"Horror, Mystery, Thriller"
tt0024373,The Narrow Corner,1933,Drama
tt0024381,Night Flight,1933,Drama
tt0024382,Night of Terror,1933,"Horror, Mystery, Thriller"
tt0024388,No Other Woman,1933,Drama
tt0024396,The Nuisance,1933,"Comedy, Drama, Romance"
tt0024402,Okraina,1933,"Drama, War"
tt0024405,Oliver Twist,1933,Drama
tt0024411,One Man's Journey,1933,Drama
tt0024414,One Sunday Afternoon,1933,"Comedy, Romance"
tt0024418,Only Yesterday,1933,"Drama, Romance"
tt0024421,Our Betters,1933,"Comedy, Drama, Romance"
tt0024426,Parachute Jumper,1933,Drama
tt0024429,Parole Girl,1933,"Crime, Drama"
tt0024433,Peg o' My Heart,1933,"Drama, Romance"
tt0024435,Penthouse,1933,"Crime, Mystery, Romance"
tt0024436,Perfect Understanding,1933,"Comedy, Drama, Romance"
tt0024443,The Phantom Broadcast,1933,Mystery
tt0024450,Picture Snatcher,1933,"Drama, Crime"
tt0024453,Pilgrimage,1933,Drama
tt0024455,Pleasure Cruise,1933,"Comedy, Romance"
tt0024465,The Power and the Glory,1933,Drama
tt0024470,El prisionero 13,1933,"Drama, War"
tt0024471,Private Detective 62,1933,"Comedy, Crime, Drama"
tt0024473,The Private Life of Henry VIII.,1933,"Biography, Comedy, Drama"
tt0024475,The Prizefighter and the Lady,1933,"Comedy, Crime, Romance"
tt0024476,Professional Sweetheart,1933,"Comedy, Romance"
tt0024480,Quatorze Juillet,1933,"Comedy, Romance"
tt0024481,Queen Christina,1933,"Biography, Drama, History"
tt0024484,Rafter Romance,1933,"Comedy, Romance"
tt0024496,Reunion in Vienna,1933,"Drama, Romance"
tt0024500,Riders of Destiny,1933,"Music, Romance, Western"
tt0024501,The Right to Romance,1933,"Drama, Romance"
tt0024506,Rockabye,1932,"Drama, Romance"
tt0024507,Roman Scandals,1933,"Comedy, Fantasy, Musical"
tt0024514,S.O.S. Eisberg,1933,"Adventure, Drama"
tt0024516,Sagebrush Trail,1933,"Action, Drama, Romance"
tt0024524,Scarlet River,1933,"Action, Adventure, Comedy"
tt0024537,The Secret of Madame Blanche,1933,"Drama, History, Romance"
tt0024538,Secret of the Blue Room,1933,"Drama, Horror, Mystery"
tt0024539,Secrets,1933,"Drama, Western"
tt0024548,She Done Him Wrong,1933,"Comedy, Drama, History"
tt0024549,She Had to Say Yes,1933,"Drama, Romance"
tt0024553,Should Ladies Behave,1933,"Comedy, Drama"
tt0024554,A Shriek in the Night,1933,"Crime, Mystery, Romance"
tt0024559,The Silk Express,1933,"Drama, Mystery, Thriller"
tt0024560,The Silver Cord,1933,"Drama, Romance"
tt0024561,The Sin of Nora Moran,1933,"Crime, Drama"
tt0024590,The Solitaire Man,1933,"Crime, Romance"
tt0024592,Somewhere in Sonora,1933,"Action, Comedy, Drama"
tt0024593,The Son of Kong,1933,"Adventure, Comedy"
tt0024594,Son of a Sailor,1933,"Adventure, Comedy"
tt0024598,The Song of Songs,1933,"Drama, Romance"
tt0024600,Sonnenstrahl,1933,Drama
tt0024601,Sons of the Desert,1933,Comedy
tt0024605,The Sphinx,1933,Mystery
tt0024609,Stage Mother,1933,"Drama, Musical, Romance"
tt0024610,State Fair,1933,"Comedy, Drama, Romance"
tt0024616,Storm at Daybreak,1933,"Drama, Romance, War"
tt0024617,The Story of Temple Drake,1933,Drama
tt0024620,The Stranger's Return,1933,"Comedy, Drama"
tt0024625,A Study in Scarlet,1933,"Mystery, Thriller"
tt0024631,Supernatural,1933,"Horror, Mystery, Thriller"
tt0024633,Sweepings,1933,Drama
tt0024641,Taki no shiraito,1933,Drama
tt0024645,Tarzan the Fearless,1933,"Action, Adventure"
tt0024647,The Telegraph Trail,1933,"Action, Adventure, Romance"
tt0024651,Le testament du Dr. Mabuse,1933,"Crime, Horror, Mystery"
tt0024656,This Day and Age,1933,"Crime, Drama"
tt0024663,The Three Musketeers,1933,"Action, Adventure, Drama"
tt0024664,Three Cornered Moon,1933,Comedy
tt0024672,Tillie and Gus,1933,Comedy
tt0024674,To the Last Man,1933,"Romance, Western"
tt0024675,Today We Live,1933,"Drama, Romance, War"
tt0024676,Tôkyô no onna,1933,Drama
tt0024679,Tomorrow at Seven,1933,"Comedy, Crime, Drama"
tt0024684,Topaze,1933,"Drama, Comedy"
tt0024685,Torch Singer,1933,"Drama, Musical, Romance"
tt0024696,Treno popolare,1933,Comedy
tt0024701,Tugboat Annie,1933,"Comedy, Drama"
tt0024704,Turn Back the Clock,1933,"Comedy, Drama"
tt0024710,La tête d'un homme,1933,"Crime, Mystery, Thriller"
tt0024727,The Vampire Bat,1933,"Drama, Horror, Mystery"
tt0024728,Velikiy uteshitel,1933,Drama
tt0024736,Viktor und Viktoria,1933,"Comedy, Musical"
tt0024742,Voltaire,1933,"Biography, Drama, History"
tt0024747,Waltzes from Vienna,1934,"Biography, Music, Romance"
tt0024757,Wedding Rehearsal,1932,"Comedy, Drama"
tt0024762,What! No Beer?,1933,Comedy
tt0024763,When Ladies Meet,1933,"Comedy, Romance"
tt0024768,The Whispering Shadow,1933,"Action, Crime, Horror"
tt0024769,Whistling in the Dark,1933,"Comedy, Crime, Drama"
tt0024770,The White Sister,1933,"Drama, Romance"
tt0024771,White Woman,1933,Drama
tt0024772,Wild Boys of the Road,1933,"Adventure, Drama"
tt0024781,The Woman Accused,1933,Drama
tt0024782,The Woman Condemned,1934,"Crime, Drama, Mystery"
tt0024785,The Working Man,1933,"Comedy, Drama, Romance"
tt0024786,The World Changes,1933,"Drama, Romance"
tt0024787,The World Gone Mad,1933,"Crime, Drama, Mystery"
tt0024793,Yogoto no yume,1933,Drama
tt0024800,Zoo in Budapest,1933,"Drama, Romance"
tt0024805,'Neath the Arizona Skies,1934,"Action, Adventure, Romance"
tt0024808,365 Nights in Hollywood,1934,"Comedy, Music, Romance"
tt0024809,6 Day Bike Rider,1934,Comedy
tt0024816,The Affairs of Cellini,1934,"Comedy, Drama, History"
tt0024819,The Age of Innocence,1934,"Drama, Romance"
tt0024830,Angèle,1934,Drama
tt0024831,Anne of Green Gables,1934,"Comedy, Drama, Family"
tt0024844,L'Atalante,1934,"Comedy, Drama, Romance"
tt0024851,Babbitt,1934,Drama
tt0024852,Babes in Toyland,1934,"Comedy, Family, Fantasy"
tt0024854,"Baby, Take a Bow",1934,"Comedy, Drama, Family"
tt0024855,Bachelor Bait,1934,"Comedy, Romance"
tt0024865,The Barretts of Wimpole Street,1934,"Biography, Drama, Romance"
tt0024867,Bedside,1934,"Drama, Romance"
tt0024868,Before Midnight,1933,"Adventure, Crime, Drama"
tt0024873,Belle of the Nineties,1934,"Comedy, Drama, Musical"
tt0024890,The Big Shakedown,1934,"Crime, Drama"
tt0024892,Big Hearted Herbert,1934,Comedy
tt0024894,The Black Cat,1934,"Adventure, Crime, Horror"
tt0024895,Black Moon,1934,"Drama, Horror"
tt0024897,Blind Date,1934,"Comedy, Romance"
tt0024902,Blue Steel,1934,"Action, Adventure, Drama"
tt0024903,Bolero,1934,"Drama, Music"
tt0024906,Born to Be Bad,1934,"Drama, Romance"
tt0024910,Bottoms Up,1934,"Comedy, Drama, Musical"
tt0024914,Bright Eyes,1934,"Comedy, Drama, Family"
tt0024915,British Agent,1934,"Drama, History, Romance"
tt0024916,Broadway Bill,1934,"Comedy, Drama"
tt0024932,Bulldog Drummond Strikes Back,1934,"Comedy, Mystery"
tt0024933,Bulldog Jack,1935,"Comedy, Crime, Mystery"
tt0024939,By Your Leave,1934,Comedy
tt0024951,The Captain Hates the Sea,1934,Comedy
tt0024958,The Case of the Howling Dog,1934,"Crime, Mystery, Drama"
tt0024960,The Cat and the Fiddle,1934,"Comedy, Musical, Romance"
tt0024961,The Cat's-Paw,1934,Comedy
tt0024962,The Rise of Catherine the Great,1934,"Biography, Drama"
tt0024963,Chained,1934,"Drama, Romance"
tt0024965,Change of Heart,1934,"Drama, Romance"
tt0024966,Chapaev,1934,"Biography, Drama, History"
tt0024968,Charlie Chan in London,1934,"Crime, Drama, Mystery"
tt0024969,Charlie Chan's Courage,1934,Mystery
tt0024978,Chu-Chin-Chow,1934,"Action, Adventure, Comedy"
tt0024981,The Circus Clown,1934,Comedy
tt0024989,The Clairvoyant,1935,"Drama, Mystery, Romance"
tt0024991,Cleopatra,1934,"Biography, Drama, History"
tt0024992,Cockeyed Cavaliers,1934,"Comedy, Musical"
tt0025004,The Count of Monte Cristo,1934,"Action, Adventure, Drama"
tt0025009,Crime Without Passion,1934,"Crime, Drama"
tt0025011,Crimson Romance,1934,"Action, Drama, War"
tt0025025,Curtain at Eight,1933,Mystery
tt0025028,Dames,1934,"Comedy, Musical, Romance"
tt0025031,Dangerous Corner,1934,Mystery
tt0025034,Dark Hazard,1934,Drama
tt0025037,Death Takes a Holiday,1934,"Drama, Fantasy, Romance"
tt0025038,Death at Broadcasting House,1934,Mystery
tt0025039,Death on the Diamond,1934,"Drama, Mystery, Sport"
tt0025043,Le dernier milliardaire,1934,Comedy
tt0025046,Desirable,1934,"Drama, Romance"
tt0025062,Dos monjes,1934,"Drama, Horror, Mystery"
tt0025066,Down to Their Last Yacht,1934,"Comedy, Musical, Romance"
tt0025068,Dr. Monica,1934,"Drama, Romance"
tt0025069,The Dragon Murder Case,1934,Mystery
tt0025075,The Beast of Borneo,1934,"Adventure, Comedy, Drama"
tt0025076,Easy to Love,1934,"Comedy, Romance"
tt0025091,Evelyn Prentice,1934,"Drama, Mystery, Romance"
tt0025094,Evergreen,1934,"Comedy, Musical, Romance"
tt0025100,El fantasma del convento,1934,"Adventure, Drama, Horror"
tt0025101,Fashions of 1934,1934,"Comedy, Drama, Musical"
tt0025117,Finishing School,1934,"Drama, Romance"
tt0025118,The Fire Raisers,1934,"Crime, Thriller"
tt0025119,The Firebird,1934,"Drama, Mystery, Romance"
tt0025124,Flirtation Walk,1934,"Musical, Romance"
tt0025129,Fog Over Frisco,1934,"Crime, Mystery, Thriller"
tt0025132,Forsaking All Others,1934,"Comedy, Drama, Romance"
tt0025134,Four Frightened People,1934,"Adventure, Drama"
tt0025151,Fugitive Lovers,1934,"Comedy, Crime, Drama"
tt0025161,Gambling Lady,1934,"Drama, Mystery"
tt0025163,The Gay Bride,1934,"Comedy, Crime"
tt0025164,The Gay Divorcee,1934,"Comedy, Musical, Romance"
tt0025165,Gentlemen Are Born,1934,"Drama, Music, Romance"
tt0025169,The Ghost Walks,1934,"Mystery, Thriller"
tt0025173,The Girl from Missouri,1934,"Comedy, Drama, Romance"
tt0025176,Vagabond Lady,1935,"Comedy, Romance, Drama"
tt0025189,Gold,1934,"Crime, Sci-Fi"
tt0025191,Golgotha,1935,"Adventure, Drama"
tt0025198,Le grand jeu,1934,"Drama, Romance"
tt0025202,Great Expectations,1934,"Drama, Romance"
tt0025204,Green Eyes,1934,Mystery
tt0025214,Haha wo kowazuya,1934,Drama
tt0025219,Happiness Ahead,1934,"Musical, Comedy, Romance"
tt0025222,"Hat, Coat, and Glove",1934,Drama
tt0025223,Have a Heart,1934,"Drama, Romance"
tt0025226,He Was Her Man,1934,"Crime, Drama, Romance"
tt0025228,Heat Lightning,1934,"Crime, Drama"
tt0025238,Here Comes the Navy,1934,"Comedy, Drama, Romance"
tt0025248,Hej-rup!,1934,"Adventure, Comedy, Romance"
tt0025250,"Hi, Nellie!",1934,"Comedy, Crime, Drama"
tt0025251,Hide-Out,1934,"Comedy, Crime, Drama"
tt0025254,"Hips, Hips, Hooray!",1934,"Comedy, Musical"
tt0025256,His Greatest Gamble,1934,"Drama, Romance"
tt0025263,Hollywood Party,1934,"Animation, Comedy, Musical"
tt0025271,House of Mystery,1934,"Horror, Mystery"
tt0025272,The House of Rothschild,1934,"Biography, Drama, History"
tt0025273,Housewife,1934,Drama
tt0025284,I Sell Anything,1934,"Comedy, Drama, Romance"
tt0025290,I've Got Your Number,1934,"Comedy, Romance"
tt0025301,Imitation of Life,1934,"Drama, Romance"
tt0025303,In Old Santa Fe,1934,"Action, Crime, Music"
tt0025316,It Happened One Night,1934,"Comedy, Romance"
tt0025318,It's a Gift,1934,Comedy
tt0025323,Jane Eyre,1934,"Drama, Romance"
tt0025329,Jew Süss,1934,"Drama, History, Romance"
tt0025330,Jimmy the Gent,1934,"Comedy, Crime, Drama"
tt0025333,Journal of a Crime,1934,Drama
tt0025335,Judge Priest,1934,"Comedy, Drama, Romance"
tt0025338,Kagirinaki hodô,1934,Drama
tt0025340,Kansas City Princess,1934,"Comedy, Romance"
tt0025342,Keep 'Em Rolling,1934,"Drama, Romance, War"
tt0025345,Kentucky Kernels,1934,"Comedy, Musical"
tt0025346,The Key,1934,Drama
tt0025347,Kid Millions,1934,"Comedy, Musical"
tt0025351,Kiss and Make-Up,1934,"Comedy, Musical, Romance"
tt0025363,Ladies Should Listen,1934,"Comedy, Romance"
tt0025366,Lady by Choice,1934,"Comedy, Drama, Romance"
tt0025371,Laughing Boy,1934,"Drama, Romance, Western"
tt0025373,The Lawless Frontier,1934,"Action, Adventure, Romance"
tt0025384,Let's Try Again,1934,Drama
tt0025391,Life Returns,1935,"Drama, Horror, Sci-Fi"
tt0025393,The Life of Vergie Winters,1934,Drama
tt0025397,Liliom,1934,"Drama, Fantasy"
tt0025408,"Little Man, What Now?",1934,Drama
tt0025409,The Little Minister,1934,"Drama, Romance"
tt0025410,Little Miss Marker,1934,"Comedy, Drama, Family"
tt0025417,Long Lost Father,1934,"Comedy, Drama, Romance"
tt0025418,Looking for Trouble,1934,"Comedy, Crime, Drama"
tt0025420,The Lost Jungle,1934,"Adventure, Sci-Fi"
tt0025421,The Lost Jungle,1934,Adventure
tt0025422,A Lost Lady,1934,Drama
tt0025423,The Lost Patrol,1934,"Adventure, War"
tt0025426,Here Comes Carter,1936,"Comedy, Crime, Drama"
tt0025440,The Lucky Texan,1934,"Action, Adventure, Romance"
tt0025442,Madame Bovary,1934,Drama
tt0025443,Madame Du Barry,1934,"Comedy, Drama, History"
tt0025452,The Man Who Knew Too Much,1934,"Crime, Mystery, Thriller"
tt0025453,The Man Who Reclaimed His Head,1934,Drama
tt0025455,The Man from Utah,1934,"Adventure, Crime, Romance"
tt0025459,The Man with Two Faces,1934,"Crime, Drama"
tt0025461,Mandalay,1934,"Crime, Drama, Romance"
tt0025464,Manhattan Melodrama,1934,"Crime, Drama, Romance"
tt0025465,Maniac,1934,Horror
tt0025471,Maria Chapdelaine,1934,Drama
tt0025472,Marie Galante,1934,"Drama, Romance, Thriller"
tt0025478,Maskerade,1934,"Comedy, Romance"
tt0025479,Massacre,1934,Drama
tt0025480,Mauvaise graine,1934,"Comedy, Drama, Romance"
tt0025489,Men in White,1934,"Drama, Romance"
tt0025492,The Merry Frinks,1934,"Comedy, Drama"
tt0025493,The Merry Widow,1934,"Comedy, Musical, Romance"
tt0025494,Merry Wives of Reno,1934,Comedy
tt0025499,Midnight,1934,"Crime, Drama, Film-Noir"
tt0025500,Midnight Alibi,1934,"Comedy, Crime, Romance"
tt0025509,Les misérables,1934,Drama
tt0025510,A Modern Hero,1934,"Drama, Romance"
tt0025515,The Moonstone,1934,"Comedy, Crime, Mystery"
tt0025523,Mrs. Wiggs of the Cabbage Patch,1934,"Comedy, Drama"
tt0025524,La mujer del puerto,1934,Drama
tt0025529,Murder at the Vanities,1934,"Musical, Mystery, Romance"
tt0025530,Murder in the Clouds,1934,"Mystery, Romance"
tt0025531,The Murder in the Museum,1934,"Mystery, Thriller"
tt0025532,Murder on the Blackboard,1934,"Comedy, Drama, Mystery"
tt0025533,Murder on the Campus,1933,Mystery
tt0025536,Music in the Air,1934,"Comedy, Musical, Romance"
tt0025543,Mystery Liner,1934,"Adventure, Mystery"
tt0025546,The Mystery of Mr. X,1934,"Comedy, Crime, Mystery"
tt0025555,Nana,1934,Drama
tt0025566,The 9th Guest,1934,"Drama, Horror, Mystery"
tt0025569,No Greater Glory,1934,Drama
tt0025579,Now I'll Tell,1934,Drama
tt0025580,Now and Forever,1934,"Drama, Musical, Romance"
tt0025586,Of Human Bondage,1934,"Drama, Romance"
tt0025590,The Old Fashioned Way,1934,Comedy
tt0025600,One More River,1934,"Drama, Romance"
tt0025601,One Night of Love,1934,"Music, Romance"
tt0025607,Operator 13,1934,"Drama, History, Romance"
tt0025610,Our Daily Bread,1934,"Drama, Romance"
tt0025611,Outcast Lady,1934,"Drama, Romance"
tt0025617,The Painted Veil,1934,"Drama, Romance"
tt0025619,Palooka,1934,"Comedy, Music"
tt0025644,Perils of Pauline,1933,"Action, Adventure, Comedy"
tt0025645,The Personality Kid,1934,Drama
tt0025671,Poruchik Kizhe,1934,"Comedy, Drama"
tt0025681,The Private Life of Don Juan,1934,"Comedy, Romance"
tt0025691,Pyshka,1934,Drama
tt0025699,Randy Rides Alone,1934,"Action, Mystery, Romance"
tt0025704,Red Ensign,1934,Drama
tt0025709,Registered Nurse,1934,"Drama, Romance"
tt0025710,The Return of Bulldog Drummond,1934,Mystery
tt0025712,The Return of Chandu,1934,"Adventure, Fantasy, Horror"
tt0025718,The Richest Girl in the World,1934,"Comedy, Romance"
tt0025720,Riptide,1934,"Drama, Romance"
tt0025725,The Road to Ruin,1934,Drama
tt0025731,Romance in Manhattan,1935,"Comedy, Romance"
tt0025740,Sadie McKee,1934,"Drama, Romance"
tt0025746,The Scarlet Empress,1934,"Drama, History, Romance"
tt0025747,The Scarlet Letter,1934,"Drama, History, Romance"
tt0025748,The Scarlet Pimpernel,1934,"Adventure, Drama"
tt0025755,Search for Beauty,1934,"Comedy, Crime, Romance"
tt0025759,The Secret of the Loch,1934,"Adventure, Fantasy, Comedy"
tt0025762,Sensation Hunters,1933,Drama
tt0025763,Sequoia,1934,Drama
tt0025774,She Loves Me Not,1934,"Comedy, Musical"
tt0025785,The Show-Off,1934,Comedy
tt0025788,Side Streets,1934,"Drama, Romance"
tt0025791,La signora di tutti,1934,Drama
tt0025797,Sing and Like It,1934,Comedy
tt0025799,Six of a Kind,1934,Comedy
tt0025803,Smarty,1934,"Comedy, Romance"
tt0025805,So ein Flegel,1934,Comedy
tt0025809,Something Always Happens,1934,"Comedy, Romance"
tt0025822,Spitfire,1934,Drama
tt0025826,The St. Louis Kid,1934,"Drama, Romance"
tt0025828,Stamboul Quest,1934,"Romance, Thriller, Drama"
tt0025829,Stand Up and Cheer!,1934,"Comedy, Musical"
tt0025830,The Star Packer,1934,"Action, Mystery, Romance"
tt0025833,Stingaree,1934,"Comedy, Drama, Romance"
tt0025836,Straight Is the Way,1934,"Drama, Romance"
tt0025838,Strictly Dynamite,1934,"Comedy, Music"
tt0025841,Strogiy yunosha,1935,Drama
tt0025843,Student Tour,1934,Musical
tt0025844,Success at Any Price,1934,Drama
tt0025850,Sweet Adeline,1934,"Musical, Romance"
tt0025862,Tarzan and His Mate,1934,"Action, Adventure"
tt0025878,The Thin Man,1934,"Comedy, Crime, Mystery"
tt0025880,Thirty Day Princess,1934,"Comedy, Romance"
tt0025882,This Man Is Mine,1934,"Drama, Romance"
tt0025883,This Side of Heaven,1934,"Drama, Romance"
tt0025893,The Thundering Herd,1933,Western
tt0025898,Toni,1935,"Crime, Drama, Romance"
tt0025903,The Trail Beyond,1934,"Action, Adventure, Drama"
tt0025905,Transatlantic Merry-Go-Round,1934,"Comedy, Musical, Mystery"
tt0025907,Treasure Island,1934,"Adventure, Family"
tt0025919,Twentieth Century,1934,"Comedy, Romance"
tt0025920,Twenty Million Sweethearts,1934,"Comedy, Musical"
tt0025923,Two Alone,1934,Drama
tt0025929,Ukikusa monogatari,1934,Drama
tt0025935,Upper World,1934,"Crime, Drama, Music"
tt0025939,Rocky Mountain Mystery,1935,"Mystery, Western"
tt0025943,Der verlorene Sohn,1934,Drama
tt0025945,A Very Honorable Guy,1934,"Comedy, Crime, Romance"
tt0025946,Vesyolye rebyata,1934,"Comedy, Musical"
tt0025948,Viva Villa!,1934,"Biography, Western"
tt0025954,Wagon Wheels,1934,"Action, Adventure, Comedy"
tt0025964,We Live Again,1934,Drama
tt0025965,We're Not Dressing,1934,"Comedy, Musical"
tt0025966,We're Rich Again,1934,Comedy
tt0025967,Wednesday's Child,1934,Drama
tt0025969,West of the Divide,1934,"Action, Adventure, Romance"
tt0025973,What Every Woman Knows,1934,Comedy
tt0025982,Where Sinners Meet,1934,"Romance, Comedy"
tt0025983,Whirlpool,1934,"Crime, Drama, Romance"
tt0025989,A Wicked Woman,1934,"Drama, Romance"
tt0026003,Woman in the Dark,1934,"Crime, Drama"
tt0026006,The Women in His Life,1933,"Crime, Drama, Romance"
tt0026007,Wonder Bar,1934,"Crime, Drama, Musical"
tt0026008,The World Moves On,1934,"Drama, History, Romance"
tt0026017,You're Telling Me!,1934,Comedy
tt0026019,Young and Beautiful,1934,"Comedy, Romance"
tt0026023,Zouzou,1934,"Crime, Musical, Romance"
tt0026029,The 39 Steps,1935,"Film-Noir, Mystery, Thriller"
tt0026040,Aerograd,1935,Drama
tt0026043,After Office Hours,1935,"Comedy, Crime, Drama"
tt0026045,Age of Indiscretion,1935,"Drama, Romance"
tt0026046,Ah Wilderness!,1935,"Comedy, Drama"
tt0026047,Air Hawks,1935,"Action, Drama, Mystery"
tt0026055,Alibi Ike,1935,"Comedy, Romance, Sport"
tt0026056,Alice Adams,1935,"Comedy, Drama, Romance"
tt0026069,Amphitryon,1935,"Comedy, Fantasy, Musical"
tt0026071,Anna Karenina,1935,"Drama, Romance"
tt0026073,Annie Oakley,1935,"Biography, Drama, Western"
tt0026075,Another Face,1935,"Drama, Comedy"
tt0026082,The Arizonian,1935,"Adventure, Music, Romance"
tt0026085,Atlantic Adventure,1935,"Comedy, Mystery"
tt0026092,Baby Face Harrington,1935,"Comedy, Crime"
tt0026095,La bandera,1935,"Drama, Romance, War"
tt0026097,Barbary Coast,1935,"Adventure, Drama, Romance"
tt0026101,Aysel: Batakli damin kizi,1934,Drama
tt0026104,Becky Sharp,1935,"Drama, Romance, War"
tt0026113,The Big Broadcast of 1936,1935,Musical
tt0026117,Biography of a Bachelor Girl,1935,"Comedy, Romance"
tt0026120,The Bishop Misbehaves,1935,"Comedy, Crime"
tt0026121,Black Fury,1935,"Crime, Drama, Romance"
tt0026123,The Black Room,1935,"Crime, Horror"
tt0026124,Black Sheep,1935,"Drama, Romance"
tt0026126,Bonnie Scotland,1935,Comedy
tt0026129,Bordertown,1935,"Crime, Drama"
tt0026132,Boys Will Be Boys,1935,Comedy
tt0026134,Break of Hearts,1935,"Drama, Romance"
tt0026137,The Bride Comes Home,1935,"Comedy, Romance"
tt0026138,Bride of Frankenstein,1935,"Drama, Horror, Sci-Fi"
tt0026139,Bright Lights,1935,"Comedy, Music"
tt0026142,Broadway Gondolier,1935,"Comedy, Musical, Romance"
tt0026143,Broadway Hostess,1935,"Comedy, Musical, Romance"
tt0026144,Broadway Melody of 1936,1935,"Musical, Romance"
tt0026164,Call of the Wild,1935,"Action, Adventure, Drama"
tt0026174,Captain Blood,1935,"Action, Adventure"
tt0026179,Car of Dreams,1935,Comedy
tt0026180,Cardinal Richelieu,1935,"Drama, History, Romance"
tt0026184,The Case of the Curious Bride,1935,"Comedy, Crime, Drama"
tt0026185,The Case of the Lucky Legs,1935,"Comedy, Crime, Mystery"
tt0026187,The Casino Murder Case,1935,Mystery
tt0026191,Ceiling Zero,1936,"Adventure, Drama, Romance"
tt0026195,Chandu on the Magic Island,1935,"Fantasy, Adventure"
tt0026197,Charlie Chan in Egypt,1935,"Crime, Drama, Mystery"
tt0026198,Charlie Chan in Paris,1935,"Comedy, Crime, Drama"
tt0026199,Charlie Chan in Shanghai,1935,"Crime, Drama, Mystery"
tt0026205,China Seas,1935,"Action, Drama, Adventure"
tt0026209,"Chloe, Love Is Calling You",1934,Horror
tt0026221,Clive of India,1935,"Action, Adventure, Biography"
tt0026230,Condemned to Live,1935,"Drama, Horror, Mystery"
tt0026245,Crime Unlimited,1935,"Crime, Drama, Mystery"
tt0026246,Crime and Punishment,1935,"Crime, Drama"
tt0026249,The Crusades,1935,"Adventure, Drama, History"
tt0026252,Curly Top,1935,"Family, Musical, Romance"
tt0026261,Dangerous,1935,Drama
tt0026262,Dante's Inferno,1935,Drama
tt0026264,The Dark Angel,1935,"Drama, Romance"
tt0026266,"The Personal History, Adventures, Experience, & Observation of David Copperfield the Younger",1935,"Adventure, Drama, Romance"
tt0026267,The Dawn Rider,1935,"Action, Adventure, Drama"
tt0026273,The Desert Trail,1935,"Action, Adventure, Romance"
tt0026275,Devil Dogs of the Air,1935,"Action, Drama, Comedy"
tt0026276,The Devil Is a Woman,1935,"Comedy, Drama, Romance"
tt0026277,Diamond Jim,1935,"Biography, Drama, Romance"
tt0026280,Divine,1935,"Comedy, Drama"
tt0026289,Don't Bet on Blondes,1935,"Comedy, Romance"
tt0026292,Doubting Thomas,1935,Comedy
tt0026293,Dr. Socrates,1935,"Crime, Drama, Romance"
tt0026301,El día que me quieras,1935,"Drama, Musical"
tt0026303,The Eagle's Brood,1935,Western
tt0026313,Enchanted April,1935,"Comedy, Drama, Romance"
tt0026315,Enter Madame!,1935,"Comedy, Romance"
tt0026338,The Farmer Takes a Wife,1935,"Comedy, Romance"
