id,director
tt0048090,Lesley Selander
tt0048091,Joseph Pevney
tt0048092,Arthur Lubin
tt0048103,Marc Allégret
tt0048104,Julien Duvivier
tt0048109,Gilles Grangier
tt0048111,Richard Sale
tt0048112,Frank Launder
tt0048118,Robert Pirosh
tt0048119,Richard Fleischer
tt0048121,Thorold Dickinson
tt0048123,Montgomery Tully
tt0048124,Charles Walters
tt0048127,Motoyoshi Oda
tt0048130,Henry Koster
tt0048132,Bob McNaught
tt0048133,René Clair
tt0048139,William Castle
tt0048140,Joseph L. Mankiewicz
tt0048150,William Witney
tt0048152,Franz Schnyder
tt0048158,Frank Tuttle
tt0048160,Phil Karlson
tt0048166,William Beaudine
tt0048169,Helmut Käutner
tt0048170,José Luis Sáenz de Heredia
tt0048171,Roy Rowland
tt0048182,Samuel Fuller
tt0048183,Nunnally Johnson
tt0048187,Yves Ciampi
tt0048188,Henry Cornelius
tt0048190,Stuart Heisler
tt0048191,Daniel Mann
tt0048193,Kurt Hoffmann
tt0048198,Akira Kurosawa
tt0048199,Lewis Allen
tt0048201,André Hunebelle
tt0048204,André De Toth
tt0048207,Mauro Bolognini
tt0048208,Rogelio A. González
tt0048210,Curtis Bernhardt
tt0048211,Guy Hamilton
tt0048215,Robert Gordon
tt0048216,Stanley Donen
tt0048217,Herman Hoffman
tt0048222,William Beaudine
tt0048223,Otakar Vávra
tt0048227,Charles Chauvel
tt0048230,Ken Hughes
tt0048231,William Fairchild
tt0048233,Delmer Daves
tt0048235,David Butler
tt0048238,Charles S. Gould
tt0048239,George Sidney
tt0048240,Ishirô Honda
tt0048248,Burt Lancaster
tt0048250,Carol Reed
tt0048253,Armand Lohikoski
tt0048254,Stanley Kubrick
tt0048255,Laslo Benedek
tt0048256,Bert I. Gordon
tt0048259,Robert Z. Leonard
tt0048260,Vincente Minnelli
tt0048261,Robert Aldrich
tt0048266,Kon Ichikawa
tt0048272,Ingmar Bergman
tt0048275,Zoltán Fábri
tt0048279,Arthur Lubin
tt0048280,Clyde Geronimi
tt0048281,Alexander Mackendrick
tt0048283,Howard Hawks
tt0048287,Frank Lloyd
tt0048289,Joseph H. Lewis
tt0048291,Edward Dmytryk
tt0048294,Herbert Wilcox
tt0048295,Georg Wilhelm Pabst
tt0048301,Harry Horner
tt0048304,Roberto Gavaldón
tt0048308,Max Ophüls
tt0048310,Stuart Heisler
tt0048312,John Ford
tt0048314,Ford Beebe
tt0048315,Guy Green
tt0048316,Henry King
tt0048317,Charles Vidor
tt0048318,Robert Parrish
tt0048319,Rolf Husberg
tt0048321,Georges Lacombe
tt0048324,Tengiz Abuladze
tt0048326,Letif Safarov
tt0048328,Lee Sholem
tt0048331,Budd Boetticher
tt0048333,Cyril Frankel
tt0048336,Ray Milland
tt0048337,Henry Koster
tt0048338,Harold French
tt0048339,Richard Wilson
tt0048340,King Vidor
tt0048341,Jack Arnold
tt0048342,Anthony Mann
tt0048346,John Paddy Carstairs
tt0048347,Otto Preminger
tt0048350,Roy Rowland
tt0048351,Gerald Mayer
tt0048353,Claude Autant-Lara
tt0048355,Jean Delannoy
tt0048356,Delbert Mann
tt0048358,William Castle
tt0048361,Alexandre Astruc
tt0048362,Anatoliy Granik
tt0048364,Gordon Douglas
tt0048380,John Ford
tt0048382,Victor Iliu
tt0048387,Fritz Lang
tt0048392,Guru Dutt
tt0048393,Orson Welles
tt0048394,Juan Antonio Bardem
tt0048396,Edgar G. Ulmer
tt0048401,Richard Quine
tt0048404,Wolfgang Schleif
tt0048411,Edgar G. Ulmer
tt0048412,Maxwell Shane
tt0048413,Sacha Guitry
tt0048420,William Castle
tt0048421,Russell Rouse
tt0048423,Andrew L. Stone
tt0048424,Charles Laughton
tt0048426,Franklin Adreon
tt0048429,Keisuke Kinoshita
tt0048432,Stanley Kramer
tt0048441,Michael Powell
tt0048445,Fred Zinnemann
tt0048448,Jerry Hopper
tt0048452,Carl Theodor Dreyer
tt0048455,Sergei Yutkevich
tt0048458,Noel Langley
tt0048459,Al Lewis
tt0048461,Aleksandr Faintsimmer
tt0048463,Mauricio de la Serna
tt0048465,Franklin Adreon
tt0048470,Roy Ward Baker
tt0048473,Satyajit Ray
tt0048474,Allan Dwan
tt0048475,Alessandro Blasetti
tt0048476,José Antonio Nieves Conde
tt0048480,Armand Lohikoski
tt0048481,Armand Lohikoski
tt0048484,Jack Webb
tt0048488,Phil Karlson
tt0048491,Joshua Logan
tt0048493,Felix E. Feist
tt0048499,Agnès Varda
tt0048500,Andrzej Wajda
tt0048507,Guy Green
tt0048510,Philip Dunne
tt0048512,Peter Glenville
tt0048513,Jerry Hopper
tt0048514,Mark Robson
tt0048516,Henri Decoin
tt0048517,Richard Thorpe
tt0048522,H. Bruce Humberstone
tt0048523,Erik Balling
tt0048527,Ranald MacDougall
tt0048528,Richard Thorpe
tt0048530,Gianni Franciolini
tt0048531,Henry Hathaway
tt0048534,Valerio Zurlini
tt0048535,Tim Whelan
tt0048538,Jean Negulesco
tt0048542,Robert Siodmak
tt0048543,Henri Decoin
tt0048545,Nicholas Ray
tt0048546,Pedro L. Ramírez
tt0048554,Jack Arnold
tt0048557,Joseph Kane
tt0048558,Sidney Salkow
tt0048563,Daniel Mann
tt0048570,Nicholas Ray
tt0048572,Nelson Pereira dos Santos
tt0048573,Frank Ferrin
tt0048579,Hiroshi Inagaki
tt0048584,William Witney
tt0048585,Francesco Maselli
tt0048588,John Sturges
tt0048591,Erich Kobler
tt0048593,John Farrow
tt0048600,Earl Bellamy
tt0048602,Charles Marquis Warren
tt0048603,Robert D. Webb
tt0048604,Melville Shavelson
tt0048605,Billy Wilder
tt0048607,Edward Dein
tt0048610,Kenji Mizoguchi
tt0048611,Basil Dearden
tt0048612,Lesley Selander
tt0048613,Raj Kapoor
tt0048614,José Ferrer
tt0048616,Sacha Guitry
tt0048617,Camillo Mastrocinque
tt0048620,Brian Desmond Hurst
tt0048621,Muriel Box
tt0048623,Gordon Douglas
tt0048624,Ernst Marischka
tt0048628,Joseph Pevney
tt0048634,Jerry Hopper
tt0048639,Ivan Lukinsky
tt0048640,Edward Dmytryk
tt0048641,Ingmar Bergman
tt0048642,Ted Tetzlaff
tt0048645,André Michel
tt0048652,Jesse Hibbs
tt0048653,Edward Bernds
tt0048654,Jerry Hopper
tt0048657,Michael Cacoyannis
tt0048662,Zoltan Korda
tt0048665,Mervyn LeRoy
tt0048666,Jacques Tourneur
tt0048667,Anthony Mann
tt0048673,David Lean
tt0048680,Noel Langley
tt0048682,Roger Corman
tt0048690,Lesley Selander
tt0048691,Raoul Walsh
tt0048696,Jack Arnold
tt0048697,Ladislao Vajda
tt0048698,Harmon Jones
tt0048699,Harold D. Schuster
tt0048701,Fred F. Sears
tt0048703,H. Bruce Humberstone
tt0048705,Charles Walters
tt0048707,Allan Dwan
tt0048711,Tim Whelan
tt0048712,Terence Young
tt0048719,H.C. Potter
tt0048724,Phil Karlson
tt0048726,Joseph Kane
tt0048728,Alfred Hitchcock
tt0048729,Jesse Hibbs
tt0048730,Robert Hamer
tt0048734,Ray Nazarro
tt0048739,Mario Monicelli
tt0048740,Michael Truman
tt0048744,George Sherman
tt0048748,Mark Robson
tt0048750,Alfred Hitchcock
tt0048752,Edvin Laine
tt0048757,Mikio Naruse
tt0048758,Franz Schnyder
tt0048762,Hall Bartlett
tt0048764,John Sturges
tt0048767,Henry King
tt0048772,Ken Annakin
tt0048789,Rudolph Maté
tt0048790,Richard Fleischer
tt0048791,Henry Koster
tt0048801,Michael Curtiz
tt0048802,Hans Quest
tt0048805,Robert D. Webb
tt0048806,Jacques Tourneur
tt0048811,Lewis Seiler
tt0048814,Fred F. Sears
tt0048818,R. John Hugh
tt0048820,Kenji Mizoguchi
tt0048822,Norman Taurog
tt0048918,Michael Anderson
tt0048919,Henry Hathaway
tt0048924,Joseph Kane
tt0048933,Kenji Mizoguchi
tt0048937,Robert Rossen
tt0048938,David MacDonald
tt0048944,Norman Krasna
tt0048947,Anatole Litvak
tt0048954,Robert Lewis
tt0048956,Satyajit Ray
tt0048960,Michael Anderson
tt0048964,Ken Hughes
tt0048966,Robert Aldrich
tt0048967,Robert Aldrich
tt0048970,Gérard Philipe
tt0048971,Joseph Pevney
tt0048973,Elia Kazan
tt0048974,Jay Lewis
tt0048975,John Farrow
tt0048976,John Sturges
tt0048977,Mervyn LeRoy
tt0048981,Camillo Mastrocinque
tt0048983,Richard Fleischer
tt0048989,Lewis Seiler
tt0048990,Michael Powell
tt0048991,David Kramarsky
tt0048992,Edward Nassour
tt0049002,Michael Curtiz
tt0049004,Richard Fleischer
tt0049005,George Marshall
tt0049006,Fritz Lang
tt0049007,George Cukor
tt0049008,John Paddy Carstairs
tt0049009,Luciano Emmer
tt0049010,Nicholas Ray
tt0049011,Norman Taurog
tt0049012,Kon Ichikawa
tt0049013,Reginald Le Borg
tt0049014,Brian Desmond Hurst
tt0049015,Charles Marquis Warren
tt0049019,J. Lee Thompson
tt0049022,Lewis R. Foster
tt0049023,Miguel M. Delgado
tt0049026,Byron Haskin
tt0049027,Henry Hathaway
tt0049028,Ken Hughes
tt0049029,Gerd Oswald
tt0049030,Irving Rapper
tt0049031,Lesley Selander
tt0049034,Norman Taurog
tt0049035,Paul Wendkos
tt0049036,Stuart Heisler
tt0049038,Joshua Logan
tt0049041,Raj Khosla
tt0049042,Luis García Berlanga
tt0049043,Juan Antonio Bardem
tt0049050,Richard Pottier
tt0049051,Harmon Jones
tt0049055,Henry King
tt0049058,Jean-Paul Le Chanois
tt0049061,Richard Brooks
tt0049063,Michel Boisrond
tt0049065,Ralph Thomas
tt0049067,Cy Endfield
tt0049072,Anant Thakur
tt0049077,Jerzy Kawalerowicz
tt0049083,José Ferrer
tt0049084,André Hunebelle
tt0049086,George Sherman
tt0049088,R.G. Springsteen
tt0049089,Russell Birdwell
tt0049091,Joseph Pevney
tt0049092,Dick Powell
tt0049096,Melvin Frank
tt0049098,Jean Boyer
tt0049101,Jean Yarbrough
tt0049103,John Sherwood
tt0049105,Lee Sholem
tt0049106,Georges Lampin
tt0049107,Don Siegel
tt0049110,Frank Tuttle
tt0049115,Curt Siodmak
tt0049117,Henry Koster
tt0049118,Lewis R. Foster
tt0049120,Charles Barton
tt0049121,Albert C. Gannaway
tt0049125,Norman Foster
tt0049126,Harmon Jones
tt0049128,Roger Corman
tt0049130,Charles Martin
tt0049140,David Miller
tt0049143,Edward Bernds
tt0049147,Karel Steklý
tt0049150,France Stiglic
tt0049152,Fred F. Sears
tt0049163,Maurice Elvey
tt0049166,Yan Frid
tt0049169,Fred F. Sears
tt0049170,George Sidney
tt0049177,Jean Renoir
tt0049182,Marc Allégret
tt0049185,Rogelio A. González
tt0049189,Roger Vadim
tt0049196,Muriel Box
tt0049200,Alice O'Fredericks
tt0049201,Russell Rouse
tt0049204,Bruno VeSota
tt0049207,Pietro Germi
tt0049208,George Blair
tt0049210,Joseph Losey
tt0049211,Byron Haskin
tt0049212,Arthur Lubin
tt0049219,Joseph M. Newman
tt0049223,Fred M. Wilcox
tt0049224,Sheldon Reynolds
tt0049225,Alexander Hall
tt0049226,Alessandro Blasetti
tt0049229,Charles Lamont
tt0049233,William Wyler
tt0049234,W. Lee Wilder
tt0049235,Sam Newfield
tt0049240,Richard Quine
tt0049245,Fred F. Sears
tt0049247,Curtis Bernhardt
tt0049248,John Gilling
tt0049254,Francis Searle
tt0049257,Richard Murphy
tt0049259,René Clément
tt0049261,George Stevens
tt0049263,Frank Tashlin
tt0049264,David Butler
tt0049265,Edward L. Cahn
tt0049268,David Butler
tt0049271,William A. Wellman
tt0049277,Herman Hoffman
tt0049278,Jacques Tourneur
tt0049279,Francis D. Lyon
tt0049280,José Ferrer
tt0049281,Mauro Bolognini
tt0049283,Sidney Salkow
tt0049285,Abner Biberman
tt0049286,Andrew V. McLaglen
tt0049287,Roger Corman
tt0049288,Georg Tressler
tt0049290,Zoltán Fábri
tt0049291,Mark Robson
tt0049293,Helmut Käutner
tt0049301,Robert Wise
tt0049302,Julian Amyes
tt0049313,John Gilling
tt0049314,Charles Walters
tt0049317,Philip Dunne
tt0049318,Volker von Collande
tt0049319,Allan Dwan
tt0049322,Frank Tashlin
tt0049323,Vernon Sewell
tt0049326,Maurice Régamey
tt0049333,Nicholas Ray
tt0049334,Don McDougall
tt0049335,Leslie H. Martinson
tt0049336,Jean Yarbrough
tt0049339,Guy Green
tt0049340,William Castle
tt0049351,Richard Talmadge
tt0049357,Michael Powell
tt0049358,Aleksandr Ptushko
tt0049363,Jack Pollexfen
tt0049366,Don Siegel
tt0049367,Gene Kelly
tt0049369,Ralph Thomas
tt0049370,Roger Corman
tt0049372,Cyril Frankel
tt0049377,Roy Ward Baker
tt0049378,Amit Mitra
tt0049384,Don McGuire
tt0049388,Andrew L. Stone
tt0049393,Tapan Sinha
tt0049396,Hasse Funck
tt0049397,Eldar Ryazanov
tt0049403,Carl K. Hittleman
tt0049404,Charles Lamont
tt0049405,Budd Boetticher
tt0049406,Stanley Kubrick
tt0049407,Raoul Walsh
tt0049408,Walter Lang
tt0049414,Gerd Oswald
tt0049419,Michael Cacoyannis
tt0049427,Pedro L. Ramírez
tt0049428,Fernando Méndez
tt0049429,Riccardo Freda
tt0049431,Anthony Mann
tt0049432,Richard Brooks
tt0049434,Delmer Daves
tt0049437,Eduard von Borsody
tt0049443,Frank Tashlin
tt0049446,Ray Milland
tt0049452,Robert D. Webb
tt0049453,Morris Engel
tt0049456,Vincente Minnelli
tt0049461,William Dieterle
tt0049468,Jerry Warren
tt0049470,Alfred Hitchcock
tt0049471,Ronald Neame
tt0049472,Harry Horner
tt0049474,Nunnally Johnson
tt0049475,Charles Crichton
tt0049476,Andrew V. McLaglen
tt0049477,W. Lee Wilder
tt0049483,Pierre Gaspard-Huit
tt0049487,Joseph Kane
tt0049490,Roy Rowland
tt0049497,Károly Makk
tt0049499,Ladislao Vajda
tt0049500,Fred F. Sears
tt0049501,Carmine Gallone
tt0049508,Steno
tt0049509,Rudolph Maté
tt0049513,John Huston
tt0049515,Kurt Neumann
tt0049516,Virgil W. Vogel
tt0049520,Samuel A. Taylor
tt0049521,Luis Buñuel
tt0049523,Edward Dmytryk
tt0049525,Bernard Knowles
tt0049537,Mikio Naruse
tt0049539,Eddie Dew
tt0049540,Josef Shaftel
tt0049546,Branko Bauer
tt0049547,Jerry Hopper
tt0049552,Jacques Tourneur
tt0049553,Maxwell Shane
tt0049571,Robert D. Webb
tt0049578,David Miller
tt0049587,Lewis Seiler
tt0049589,Jean-Paul Le Chanois
tt0049593,Norman Taurog
tt0049601,Fielder Cook
tt0049603,Leonid Lukov
tt0049607,Armand Lohikoski
tt0049615,Dan Milner
tt0049616,Lee Sholem
tt0049619,George Marshall
tt0049621,Peter Godfrey
tt0049627,Rudolph Maté
tt0049629,Ken Hughes
tt0049634,Dino Risi
tt0049635,Henry Koster
tt0049636,Abner Biberman
tt0049637,John Boulting
tt0049639,Robert D. Webb
tt0049640,George Seaton
tt0049642,Kon Ichikawa
tt0049646,Val Guest
tt0049647,Lesley Selander
tt0049652,Arnold Laven
tt0049653,Joseph Anthony
tt0049656,Alex Segal
tt0049659,Hasse Ekman
tt0049661,John Sherwood
tt0049663,Rudolph Maté
tt0049665,Lewis Gilbert
tt0049666,Alfred L. Werker
tt0049667,Jack Arnold
tt0049668,George Sherman
tt0049672,Raoul Walsh
tt0049674,Laurence Olivier
tt0049682,Fred F. Sears
tt0049684,Will Price
tt0049693,Fred F. Sears
tt0049696,Roy Boulting
tt0049698,Marvin R. Weinstein
tt0049703,Christian-Jaque
tt0049706,Terence Young
tt0049710,Hiroshi Inagaki
tt0049714,Gordon Douglas
tt0049715,Paul Dickson
tt0049717,Antonio Pietrangeli
tt0049718,Michael Curtiz
tt0049728,Charles F. Haas
tt0049729,Noel Langley
tt0049730,John Ford
tt0049737,Anthony Mann
tt0049743,Budd Boetticher
tt0049745,Joseph H. Lewis
tt0049746,Salah Abouseif
tt0049748,William Asher
tt0049749,Edward L. Cahn
tt0049751,Jerry Hopper
tt0049755,Charles F. Haas
tt0049756,Mikio Naruse
tt0049762,Ernst Marischka
tt0049765,Hasse Ekman
tt0049767,Roy Rowland
tt0049769,Allan Dwan
tt0049771,Anthony Kimmins
tt0049777,Richard Quine
tt0049778,Robert Wise
tt0049782,Ishirô Honda
tt0049783,Grigoriy Chukhray
tt0049784,Yasujirô Ozu
tt0049787,Philip Leacock
tt0049793,Charles F. Haas
tt0049794,Gennadiy Kazanskiy
tt0049796,Alfred Weidenmann
tt0049800,Daniel Taradash
tt0049801,Cornel Wilde
tt0049808,Michael Forlong
tt0049815,Charles Vidor
tt0049828,Konstantine Pipinashvili
tt0049829,Vincente Minnelli
tt0049830,Daniel Mann
tt0049831,Edmund Goulding
tt0049833,Cecil B. DeMille
tt0049834,Charles Marquis Warren
tt0049839,Vittorio De Sica
tt0049841,Melvin Frank
tt0049843,Douglas Sirk
tt0049844,Roy Rowland
tt0049845,Charles Frend
tt0049846,Gilbert Kay
tt0049847,Ken Annakin
tt0049849,Rudolph Maté
tt0049851,Joseph Kane
tt0049854,Roy Ward Baker
tt0049856,Joseph Losey
tt0049857,Mark Stevens
tt0049865,Camillo Mastrocinque
tt0049866,Camillo Mastrocinque
tt0049867,Camillo Mastrocinque
tt0049868,Gordon Parry
tt0049870,Mervyn LeRoy
tt0049871,Jack Lee
tt0049872,John Guillermin
tt0049873,Jerry Hopper
tt0049875,Carol Reed
tt0049876,Wolfgang Liebeneiner
tt0049877,Claude Autant-Lara
tt0049881,Robert Wise
tt0049889,Mikio Naruse
tt0049900,Kôji Shima
tt0049902,Robert Bresson
tt0049904,Harry Keller
tt0049905,Giuseppe De Santis
tt0049906,John Paddy Carstairs
tt0049909,Michael Curtiz
tt0049917,Marlen Khutsiev
tt0049921,Aarne Tarkas
tt0049922,William Morgan
tt0049932,Wyott Ordung
tt0049933,Jesse Hibbs
tt0049934,King Vidor
tt0049944,Fred F. Sears
tt0049945,William Beaudine
tt0049948,Vernon Sewell
tt0049949,Fritz Lang
tt0049951,Basil Dearden
tt0049955,Harry Horner
tt0049961,Paul Henreid
tt0049964,Edward Bernds
tt0049965,Jesse Hibbs
tt0049966,Douglas Sirk
tt0049967,Leslie Norman
tt0049968,Alfredo B. Crevenna
tt0049973,Dick Powell
tt0049976,Keisuke Kinoshita
tt0049979,Hu Sang
tt0049988,Ragnar Frisk
tt0050083,Sidney Lumet
tt0050084,Nathan Juran
tt0050085,William Asher
tt0050086,Delmer Daves
tt0050087,Henry S. Kesler
tt0050091,Richard Sale
tt0050095,Val Guest
tt0050096,Peter Graham Scott
tt0050097,Ken Annakin
tt0050099,Terence Young
tt0050100,Lewis Gilbert
tt0050103,Laslo Benedek
tt0050105,Leo McCarey
tt0050108,Georges Lampin
tt0050112,Allen Reisner
tt0050118,Bert I. Gordon
tt0050123,Jacques Becker
tt0050126,Nicholas Ray
tt0050128,Veit Harlan
tt0050135,Henry Levin
tt0050136,Mikio Naruse
tt0050139,Mario Costa
tt0050140,Roy Rowland
tt0050142,Sacha Guitry
tt0050143,Ronald V. Ashcroft
tt0050146,Fernando Méndez
tt0050147,Roger Corman
tt0050152,Jacques Becker
tt0050155,Don Siegel
tt0050156,Delbert Mann
tt0050157,Charles Marquis Warren
tt0050158,Albert C. Gannaway
tt0050161,Imre Fehér
tt0050162,Yûzô Kawashima
tt0050166,Raoul Walsh
tt0050168,Charles Frend
tt0050169,Sidney Franklin
tt0050171,Douglas Sirk
tt0050173,Harold Daniels
tt0050174,Hugo Fregonese
tt0050175,Melville Shavelson
tt0050177,Bert I. Gordon
tt0050179,Kurt Hoffmann
tt0050181,Dino Risi
tt0050182,Gerhard Klein
tt0050184,Henry Levin
tt0050188,Mehboob Khan
tt0050189,Richard Wilson
tt0050190,Robert Stevens
tt0050192,Gordon Douglas
tt0050193,Roger Vadim
tt0050196,Allen H. Miner
tt0050197,Edward Ludwig
tt0050201,Herbert L. Strock
tt0050204,Gordon Douglas
tt0050206,Boris Barnet
tt0050208,Jean Negulesco
tt0050210,Nathan Juran
tt0050212,David Lean
tt0050213,Phil Karlson
tt0050214,Roy Boulting
tt0050218,Sidney Sheldon
tt0050219,Kurt Früh
tt0050225,Ralph Thomas
tt0050230,Roger Corman
tt0050231,Leopoldo Torre Nilsson
tt0050233,Lewis Gilbert
tt0050235,Alfred Shaughnessy
tt0050237,Jules Dassin
tt0050243,Charles Chaplin
tt0050246,Michael Anderson
tt0050249,Sidney Salkow
tt0050251,Ishirô Honda
tt0050252,Samuel Fuller
tt0050260,Maurice Régamey
tt0050263,Giorgio Bianchi
tt0050265,Charles Marquis Warren
tt0050271,Gerd Oswald
tt0050280,Terence Fisher
tt0050281,Bert I. Gordon
tt0050282,Andrzej Munk
tt0050283,Jack Webb
tt0050285,Reginald Le Borg
tt0050287,Brian Desmond Hurst
tt0050292,Edgar G. Ulmer
tt0050293,Michael Relph
tt0050294,Nathan Juran
tt0050295,Joseph M. Newman
tt0050296,Budd Boetticher
tt0050298,Rudolph Maté
tt0050299,Kurt Neumann
tt0050301,Don McGuire
tt0050302,Robert Altman
tt0050303,Stanislav Rostotskiy
tt0050306,Vincente Minnelli
tt0050307,Walter Lang
tt0050312,Eldar Ryazanov
tt0050316,Thomas Carr
tt0050317,Walter Grauman
tt0050322,Shantaram Rajaram Vankudre
tt0050323,Ralph Thomas
tt0050325,Ray Nazarro
tt0050326,Grigoriy Kozintsev
tt0050327,Charles Walters
tt0050330,Akira Kurosawa
tt0050332,Aurel Miheles
tt0050336,Harold D. Schuster
tt0050337,Edward L. Cahn
tt0050338,Hall Bartlett
tt0050347,Martin Ritt
tt0050356,Dick Powell
tt0050359,Andrzej Munk
tt0050363,Arthur Lubin
tt0050367,Henri-Georges Clouzot
tt0050371,Elia Kazan
tt0050377,Alice O'Fredericks
tt0050379,Charles Vidor
tt0050381,Pietro Francisci
tt0050383,Robert Mulligan
tt0050385,Harry Keller
tt0050388,Hermann Leitner
tt0050393,Arthur Crabtree
tt0050397,Robert Parrish
tt0050398,Edith Carlmar
tt0050404,Jean Yarbrough
tt0050405,Sidney Gilliat
tt0050407,Samuel Fuller
tt0050414,Dan Milner
tt0050419,Stanley Donen
tt0050420,Gerd Oswald
tt0050422,Norman Taurog
tt0050424,Vincent Sherman
tt0050432,Fred F. Sears
tt0050435,Mauro Bolognini
tt0050438,Mitchell Leisen
tt0050439,Howard W. Koch
tt0050454,Gillo Pontecorvo
tt0050456,Robert Day
tt0050457,Bernard Girard
tt0050458,Michelangelo Antonioni
tt0050465,Sidney Franklin Jr.
tt0050466,Sidney Salkow
tt0050467,Roy Rowland
tt0050468,John Sturges
tt0050470,George Marshall
tt0050471,Francis D. Lyon
tt0050476,Seijun Suzuki
tt0050478,Frank Wisbar
tt0050480,Kenneth G. Crane
tt0050481,Joseph H. Lewis
tt0050483,Gene Kelly
tt0050484,Ajoy Kar
tt0050485,George Sherman
tt0050487,Fred Zinnemann
tt0050490,John Huston
tt0050494,Michael Curtiz
tt0050495,William J. Hole Jr.
tt0050500,Nathan Juran
tt0050506,André De Toth
tt0050507,Philip Leacock
tt0050510,Ray Nazarro
tt0050512,Hugo Haas
tt0050515,Austen Jewell
tt0050519,Julien Duvivier
tt0050524,David Friedkin
tt0050526,Russell Rouse
tt0050527,Nigel Patrick
tt0050530,Gene Fowler Jr.
tt0050531,Herbert L. Strock
tt0050539,Jack Arnold
tt0050544,Douglas Sirk
tt0050545,Edward L. Cahn
tt0050546,Herman Hoffman
tt0050547,Sidney Salkow
tt0050549,Robert Rossen
tt0050552,Joseph Pevney
tt0050556,Richard Thorpe
tt0050557,Roy Lockwood
tt0050560,George Sidney
tt0050562,Josef von Sternberg
tt0050564,Jesse Hibbs
tt0050565,Richard Bartlett
tt0050567,Robert Stevenson
tt0050568,John H. Auer
tt0050569,Charles Vidor
tt0050574,Luis García Berlanga
tt0050580,John Paddy Carstairs
tt0050585,Andrzej Wajda
tt0050590,Virgil W. Vogel
tt0050593,Charles Saunders
tt0050594,Terence Fisher
tt0050598,Charles Chaplin
tt0050599,Stanley Donen
tt0050604,Aleksandra Snezhko-Blotskaya
tt0050610,Kurt Neumann
tt0050612,Yasuzô Masumura
tt0050613,Akira Kurosawa
tt0050614,Matti Kassila
tt0050622,Virgil W. Vogel
tt0050625,Paul Landres
tt0050629,Henry Hathaway
tt0050631,George Cukor
tt0050632,Henry Levin
tt0050634,Mikhail Kalatozov
tt0050646,Mark Robson
tt0050649,René Cardona
tt0050650,Hugo Haas
tt0050652,Henry Levin
tt0050653,Ken Hughes
tt0050654,Austen Jewell
tt0050658,Billy Wilder
tt0050659,Hal Kanter
tt0050660,John Boulting
tt0050665,Bimal Roy
tt0050669,Jean Delannoy
tt0050670,Compton Bennett
tt0050672,Rafael Portillo
tt0050675,László Kardos
tt0050676,Charles Saunders
tt0050679,Lance Comfort
tt0050680,Jack Arnold
tt0050681,Joseph Pevney
tt0050682,Ranald MacDougall
tt0050691,Nanni Loy
tt0050692,Michael Audley
tt0050698,Mario Monicelli
tt0050699,Anthony Mann
tt0050704,Joseph Pevney
tt0050706,Jacques Tati
tt0050707,Julian Amyes
tt0050709,Jean-Paul Le Chanois
tt0050710,Blake Edwards
tt0050717,Rafael Portillo
tt0050718,Rafael Portillo
tt0050719,André De Toth
tt0050720,John Sherwood
tt0050721,Helmut Käutner
tt0050722,Arnold Laven
tt0050723,Kenneth G. Crane
tt0050724,David MacDonald
tt0050737,Victor Saville
tt0050738,Henry Koster
tt0050740,Olle Hellbom
tt0050746,Robert Siodmak
tt0050749,Mario Zampi
tt0050757,Vijay Anand
tt0050758,B.R. Chopra
tt0050760,Frantisek Cáp
tt0050762,Arne Skouen
tt0050763,James Neilson
tt0050766,Jacques Tourneur
tt0050767,Fred F. Sears
tt0050771,Martin Ritt
tt0050777,Dino Risi
tt0050778,Roger Corman
tt0050781,Jean Delannoy
tt0050782,Luchino Visconti
tt0050783,Federico Fellini
tt0050792,Tyrone Guthrie
tt0050795,Nunnally Johnson
tt0050797,Francis D. Lyon
tt0050798,Robert Stevenson
tt0050799,William Dieterle
tt0050803,Roy Ward Baker
tt0050805,Richard Quine
tt0050812,Lesley Selander
tt0050813,Mario Monicelli
tt0050814,George Abbott
tt0050815,George Sidney
tt0050817,Dino Risi
tt0050818,Gordon Parry
tt0050822,Oliver Drake
tt0050825,Stanley Kubrick
tt0050827,George Waggner
tt0050829,Subodh Mukherji
tt0050831,Armand Lohikoski
tt0050832,Armand Lohikoski
tt0050833,Armand Lohikoski
tt0050837,Paul Kenworthy
tt0050839,Mark Robson
tt0050841,John Gilling
tt0050847,Hubert Cornfield
tt0050849,Soja Jovanovic
tt0050850,René Clair
tt0050853,Karel Steklý
tt0050854,Julien Duvivier
tt0050858,Stanley Kramer
tt0050861,Laurence Olivier
tt0050870,Guru Dutt
tt0050871,Yves Allégret
tt0050872,Harry Keller
tt0050873,Val Guest
tt0050874,William F. Claxton
tt0050879,Albert C. Gannaway
tt0050882,Edward Dmytryk
tt0050890,Edward Bernds
tt0050893,Allan Dwan
tt0050894,Terence Fisher
tt0050895,Lesley Selander
tt0050899,Allen H. Miner
tt0050900,Bernard Girard
tt0050902,John Ford
tt0050903,Allan Dwan
tt0050904,Jack Lee
tt0050905,Josef von Báky
tt0050906,Roger Corman
tt0050910,Michael Relph
tt0050913,Gilles Grangier
tt0050915,Samuel Fuller
tt0050919,Nelson Pereira dos Santos
tt0050922,George Marshall
tt0050923,Robert Parrish
tt0050928,Otto Preminger
tt0050933,Joshua Logan
tt0050934,Wolf Rilla
tt0050935,Alfred Weidenmann
tt0050944,Bob McNaught
tt0050947,Clive Donner
tt0050954,Ronald Neame
tt0050957,Edward L. Cahn
